"heure";"DateUTC";"LE";"Rnet";"Swin";"Swout";"Lwin";"Lwout";"Ws";"Tair";"RH";"VPD";"Tsoil1";"Tsoil2";"Hsoil1";"Hsoil2";"LAI";"P";"PA24Hv";"PA24H"
0;"01/01/2015 00:00";8.80656;-83;-4.662010125;3.009569;331.7674;331.7674;2.29183;16.26;31.2025;1.27186195952903;26.5;28.5;NA;NA;NA;0;0;0
0.5;"01/01/2015 00:30";4.41353;-82.2;-4.6532715;3.3251775;333.93625;333.93625;2.00375;16.49;30.53;1.30324460606654;26.3;28.5;NA;NA;NA;0;0;0
1;"01/01/2015 01:00";2.22708;-81.7;-4.621013;3.453137;332.2388;332.2388;1.79419;16.545;29.57;1.32588483103792;26;28.4;NA;NA;NA;0;0;0
1.5;"01/01/2015 01:30";8.43373;-80.7;-4.5787955;3.0000695;330.9597;330.9597;2.05142;16.305;30.51;1.28835380992406;25.8;28.4;NA;NA;NA;0;0;0
2;"01/01/2015 02:00";14.5351;-78.5;-4.7949605;2.259892;329.93485;329.93485;2.42528;15.7;34.2;1.17369817695834;25.6;28.3;NA;NA;NA;0;0;0
2.5;"01/01/2015 02:30";11.9446;-77.9;-4.4409275;2.721374;329.51745;329.51745;2.45725;15.53;34.265;1.15983727387744;25.3;28.3;NA;NA;NA;0;0;0
3;"01/01/2015 03:00";15.6953;-78.3;-4.5412475;2.653269;328.3486;328.3486;2.50707;15.575;33.585;1.17522030574648;25.1;28.2;NA;NA;NA;0;0;0
3.5;"01/01/2015 03:30";14.2059;-79.1;-4.5920725;2.7069275;326.44;326.44;2.30792;15.37;34.145;1.15008896286033;24.9;28.1;NA;NA;NA;0;0;0
4;"01/01/2015 04:00";16.5842;-78.4;-4.577478;2.615981;325.67985;325.67985;2.35046;14.94;34.71;1.1091268656182;24.7;28.1;NA;NA;NA;0;0;0
4.5;"01/01/2015 04:30";13.3089;-77.1;-4.3520115;2.6022865;325.90805;325.90805;2.46092;15.05;33.59;1.13617120398371;24.5;28;NA;NA;NA;0;0;0
5;"01/01/2015 05:00";16.7389;-77.2;-4.2650965;2.6628395;324.75615;324.75615;2.33291;14.86;34.08;1.11407176306234;24.4;28;NA;NA;NA;0;0;0
5.5;"01/01/2015 05:30";8.79091;-76.9;-4.2841105;2.6966315;324.1744;324.1744;2.2529;14.085;35.88;1.03069317331554;24.2;27.9;NA;NA;NA;0;0;0
6;"01/01/2015 06:00";10.7365;-76.7;-4.035759;2.7542235;323.0828;323.0828;2.34213;13.6;38.055;0.964841903370425;24;27.9;NA;NA;NA;0;0;0
6.5;"01/01/2015 06:30";7.69266;-67.6;6.0931962;4.2479395;323.13755;323.13755;2.36861;13.11;42.34;0.869848504522127;23.9;27.8;NA;NA;NA;0;0;0
7;"01/01/2015 07:00";24.3166;-22.4;63.441135;13.40116;323.9649;323.9649;2.30533;13.64;41.755;0.909576626791546;23.7;27.7;NA;NA;NA;0;0;0
7.5;"01/01/2015 07:30";72.533;52.6;162.5931;29.5216;326.98035;326.98035;2.46562;17.37;26.705;1.45390440228977;23.5;27.6;NA;NA;NA;0;0;0
