"heure";"DateUTC";"LE";"Rnet";"Swin";"Swout";"Lwin";"Lwout";"Ws";"Tair";"RH";"VPD";"Tsoil1";"Tsoil2";"Hsoil1";"Hsoil2";"LAI";"P";"PA24Hv";"PA24H"
6;"01/01/2010 06:00";NA;-45.9645;-1.107;3.3075;340.45;382;0.7415;19.13;30.23;1.54559957935799;25.32;28.07;0.04;0.056;0.696;0;0;0
6.5;"01/01/2010 06:30";NA;-40.179;7.7905;4.0695;340.05;383.95;0.9785;18.555;31.81;1.45730541463866;25.16;28.02;0.04;0.056;0.696;0;0;0
7;"01/01/2010 07:00";NA;-17.631;46.73;10.661;337.3;391;0.5485;17.31;36.545;1.25395061056331;24.985;27.965;0.04;0.056;0.696;0;0;0
7.5;"01/01/2010 07:30";13.2531;25.31;115.4;23.79;339.6;405.9;0.2165;17.585;41.73;1.17166003118325;24.805;27.89;0.04;0.056;0.696;0;0;0
8;"01/01/2010 08:00";NA;72.545;187.8;36.655;349.15;427.75;0.3615;20;37.945;1.45102044267403;24.615;27.715;0.041;0.056;0.695;0;0;0
8.5;"01/01/2010 08:30";20.822;124.76;260;47.49;358.15;445.9;1.182;21.825;30.45;1.81933108523332;24.45;27.495;0.041;0.056;0.695;0;0;0
9;"01/01/2010 09:00";60.2814;197.33;366.4;64.42;361.65;466.3;1.482;23.19;27.09;2.07201913055124;24.43;27.33;0.041;0.056;0.695;0;0;0
9.5;"01/01/2010 09:30";39.8719;284.4;494.85;86.8;368.55;492.2;1.887;24.91;23.315;2.41621803829453;24.51;27.16;0.041;0.056;0.695;0;0;0
10;"01/01/2010 10:00";40.0075;319.15;556.7;97.25;373.2;513.5;1.8965;26.365;20.885;2.71732610963835;24.685;26.995;0.041;0.056;0.695;0;0;0
10.5;"01/01/2010 10:30";44.989;318.45;565.5;99.6;378.15;525.6;2.3515;27.425;19.665;2.93641141523208;25.045;26.895;0.041;0.056;0.694;0;0;0
11;"01/01/2010 11:00";35.7717;242.715;463.3;82.735;381.5;519.35;2.167;28.03;18.925;3.0699357418609;25.615;26.95;0.041;0.056;0.694;0;0;0
11.5;"01/01/2010 11:30";45.4228;225.805;441.35;78.595;388.5;525.45;2.1285;28.675;18.46;3.20538363065914;26.215;27.015;0.041;0.056;0.694;0;0;0
12;"01/01/2010 12:00";42.6007;272.2;503.3;91.25;392.55;532.4;2.4065;28.93;17.92;3.27458332727713;26.8;27.075;0.041;0.056;0.694;0;0;0
12.5;"01/01/2010 12:30";36.1204;381;673.1;122.4;394.4;564.1;2.1235;29.895;16.58;3.51830335123929;27.225;27.01;0.041;0.057;0.694;0;0;0
13;"01/01/2010 13:00";55.1631;354.35;640.2;115.75;398.55;568.65;1.843;30.795;15.59;3.74816275893834;27.625;26.92;0.041;0.057;0.693;0;0;0
13.5;"01/01/2010 13:30";27.9097;302.65;579.05;104;397.5;569.9;1.6965;31.32;14.915;3.89271422606455;28.15;26.91;0.041;0.057;0.693;0;0;0
14;"01/01/2010 14:00";41.669;263.05;518.75;93.2;401.8;564.3;1.558;31.66;14.59;3.9836764616748;28.745;26.96;0.041;0.056;0.693;0;0;0
14.5;"01/01/2010 14:30";36.6414;150.805;350.05;62.495;405.95;542.7;1.687;31.76;14.425;4.01403997240266;29.365;27.085;0.041;0.057;0.693;0;0;0
15;"01/01/2010 15:00";29.1992;123.185;303.05;56.065;403.95;527.75;1.81;31.52;14.585;3.95242085617952;29.96;27.28;0.041;0.057;0.693;0;0;0
15.5;"01/01/2010 15:30";22.8203;151.685;354.7;67.865;396.85;532;1.7985;31.785;14.41;4.02042891473375;30.295;27.365;0.041;0.057;0.692;0;0;0
16;"01/01/2010 16:00";25.97;74.95;246.4;47.8;390.2;513.85;2.01;31.48;14.705;3.93792367084546;30.475;27.395;0.041;0.057;0.692;0;0;0
16.5;"01/01/2010 16:30";21.3666;-39.203;73.755;14.208;386;484.75;1.715;30.705;15.46;3.73471441927871;30.69;27.54;0.041;0.057;0.692;0;0;0
17;"01/01/2010 17:00";7.88787;-58.228;28.175;8.003;381.6;460;0.9435;29.49;17.285;3.40828182930281;30.85;27.725;0.041;0.057;0.692;0;0;0
17.5;"01/01/2010 17:30";3.51519;-57.218;12.845;5.363;379.25;443.95;0.44;28.02;19.18;3.05849905099999;30.835;27.85;0.041;0.056;0.692;0;0;0
18;"01/01/2010 18:00";NA;-59.616;0.281;3.097;376.1;432.9;0.308;26.555;21.23;2.73592760843493;30.685;27.945;0.041;0.056;0.691;0;0;0
18.5;"01/01/2010 18:30";0.32345;-59.009;-3.1905;3.2185;371.85;424.45;0.282;25.255;23.15;2.47166001463705;30.44;28.025;0.041;0.056;0.691;0;0;0
19;"01/01/2010 19:00";NA;-56.5555;-2.236;3.8695;369.3;419.75;0.247;24.255;24.87;2.27635960660279;30.125;28.07;0.041;0.056;0.691;0;0;0
19.5;"01/01/2010 19:30";NA;-54.3915;-1.461;4.3805;367.55;416.1;0.3135;24.365;24.76;2.29475791774269;29.77;28.1;0.041;0.056;0.691;0;0;0
20;"01/01/2010 20:00";NA;-52.5085;-2.3295;3.279;364.75;411.65;0.287;23.3;26.285;2.10885429574927;29.415;28.125;0.041;0.056;0.69;0;0;0
20.5;"01/01/2010 20:30";0.32889;-50.5945;-1.157;3.9375;363.25;408.75;0.375;22.585;27.745;1.97956011850369;29.085;28.14;0.041;0.056;0.69;0;0;0
21;"01/01/2010 21:00";-0.54783;-48.4595;-1.251;3.6085;362.6;406.2;0.3085;22.185;28.45;1.91316936930163;28.76;28.16;0.04;0.056;0.69;0;0;0
21.5;"01/01/2010 21:30";-0.90246;-47.2825;-0.742;3.9905;362.3;404.85;0.372;22.12;28.72;1.89842254568939;28.455;28.17;0.04;0.056;0.69;0;0;0
22;"01/01/2010 22:00";0.15221;-46.8235;0.119;4.6925;361.95;404.2;0.435;22.19;28.55;1.9110769638414;28.16;28.175;0.04;0.056;0.69;0;0;0
22.5;"01/01/2010 22:30";1.22188;-47.188;0.142;4.88;362.5;404.95;0.2365;22.74;27.075;2.01678377215111;27.87;28.17;0.04;0.056;0.689;0;0;0
23;"01/01/2010 23:00";1.17669;-42.7925;0.19;4.5325;366.6;405.05;0.305;22.87;26.26;2.05544560631251;27.605;28.17;0.04;0.056;0.689;0;0;0
23.5;"01/01/2010 23:30";4.59062;-43.7535;0.3795;4.533;367.7;407.3;0.507;22.95;25.93;2.07466551968386;27.36;28.16;0.04;0.056;0.689;0;0;0
0;"02/01/2010 00:00";6.66695;-44.8435;-0.203;3.9905;365.4;406.05;0.7215;23.05;25.42;2.1016235088672;27.14;28.145;0.04;0.056;0.689;0;0;0
0.5;"02/01/2010 00:30";6.02074;-44.147;-0.752;3.345;367;407.05;0.8615;22.925;25.36;2.08747056943707;26.94;28.135;0.04;0.056;0.689;0;0;0
1;"02/01/2010 01:00";2.74584;-44.5145;-1.246;3.0185;362.95;403.2;0.6935;22.445;25.65;2.01971694178554;26.76;28.12;0.04;0.056;0.689;0;0;0
1.5;"02/01/2010 01:30";4.44898;-46.011;-1.3775;3.0335;358.7;400.3;0.5415;22.04;25.825;1.96592243017752;26.605;28.11;0.04;0.056;0.689;0;0;0
2;"02/01/2010 02:00";5.35947;-46.06;-0.3465;4.0135;356.9;398.6;0.6715;21.64;26.26;1.90726260964606;26.46;28.105;0.04;0.056;0.688;0;0;0
2.5;"02/01/2010 02:30";3.75111;-47.0835;-1.345;3.3885;353.1;395.45;0.4465;21.235;26.42;1.85652047482817;26.3;28.085;0.04;0.056;0.688;0;0;0
3;"02/01/2010 03:00";5.0441;-49.3175;-0.643;3.8745;351.95;396.75;0.8665;21.4;26.065;1.88443354198032;26.135;28.06;0.04;0.056;0.688;0;0;0
3.5;"02/01/2010 03:30";3.69652;-47.3605;-0.7395;3.621;352.5;395.5;0.8465;21.22;26.015;1.86502302285887;25.97;28.025;0.04;0.056;0.688;0;0;0
4;"02/01/2010 04:00";4.32178;-47.869;-0.686;3.783;350.9;394.3;0.852;21.02;26.01;1.84239709322426;25.81;27.995;0.04;0.056;0.688;0;0;0
4.5;"02/01/2010 04:30";3.38298;-46.0775;-1.16;3.1175;350.9;392.7;0.9515;20.94;25.88;1.83658565816826;25.655;27.96;0.04;0.056;0.688;0;0;0
5;"02/01/2010 05:00";4.05194;-46.3175;-1.507;2.7605;348.9;390.95;0.89;20.42;26.56;1.76239122683591;25.505;27.93;0.04;0.056;0.688;0;0;0
5.5;"02/01/2010 05:30";5.48361;-49.3675;-0.8635;3.454;346.45;391.5;1.0215;20.01;27.28;1.70145101971406;25.365;27.9;0.04;0.056;0.688;0;0;0
6;"02/01/2010 06:00";4.66004;-49.804;-0.998;3.406;345.8;391.2;1.015;20.045;26.91;1.7138163589574;25.225;27.86;0.04;0.056;0.688;0;0;0
6.5;"02/01/2010 06:30";10.1704;-45.6835;6.501;4.8845;346.4;393.7;1.137;19.99;26.385;1.72026049658327;25.085;27.82;0.04;0.056;0.688;0;0;0
7;"02/01/2010 07:00";7.60552;-37.213;22.545;7.108;342.75;395.4;0.9065;19.985;26.02;1.72825488728762;24.935;27.775;0.04;0.056;0.687;0;0;0
7.5;"02/01/2010 07:30";14.0478;13.325;99.805;21.28;343.65;408.85;1.0385;20.295;25.87;1.76527538613694;24.79;27.715;0.04;0.056;0.687;0;0;0
8;"02/01/2010 08:00";36.1243;91.67;214.7;39.68;348.05;431.4;1.8485;21.98;23.54;2.01908676764969;24.595;27.565;0.041;0.056;0.687;0;0;0
8.5;"02/01/2010 08:30";34.9845;157.615;308.7;53.785;352.55;449.85;2.1065;23.305;20.84;2.26530939046189;24.42;27.365;0.041;0.056;0.687;0;0;0
9;"02/01/2010 09:00";44.0212;191;360.05;61.95;360.2;467.3;2.64;24.905;18.205;2.57645772775664;24.385;27.195;0.041;0.056;0.687;0;0;0
9.5;"02/01/2010 09:30";43.8683;289.65;502.5;86.85;363.55;489.55;2.92;26.135;16.67;2.82351936561384;24.49;27.065;0.041;0.056;0.687;0;0;0
10;"02/01/2010 10:00";38.4391;326.3;562.7;97.9;367.9;506.4;3.1285;27.04;15.97;3.00299311787084;24.73;26.955;0.041;0.056;0.687;0;0;0
10.5;"02/01/2010 10:30";57.8162;358.95;621.75;109.3;373.45;526.95;2.843;28.035;15.125;3.21475973320661;25.075;26.885;0.041;0.056;0.687;0;0;0
11;"02/01/2010 11:00";43.5543;391.9;678.15;120.05;378.85;545.05;3.022;28.875;14.205;3.41192360234323;25.495;26.82;0.041;0.056;0.687;0;0;0
11.5;"02/01/2010 11:30";32.0861;374.9;667;118.85;382.5;555.75;2.5715;29.455;13.895;3.54082358488922;26.02;26.78;0.041;0.056;0.687;0;0;0
12;"02/01/2010 12:00";41.4345;367.65;669.15;120.05;386.95;568.4;2.16;30.19;13.57;3.70743693201131;26.63;26.755;0.041;0.056;0.686;0;0;0
12.5;"02/01/2010 12:30";39.4686;281.35;552;97.35;391.4;564.7;1.658;30.95;12.815;3.90573078128825;27.265;26.735;0.041;0.056;0.686;0;0;0
13;"02/01/2010 13:00";41.3079;310.6;593.6;104.95;396.4;574.45;1.4715;31.63;12.16;4.09005806763854;27.93;26.76;0.041;0.056;0.686;0;0;0
13.5;"02/01/2010 13:30";37.6476;320.75;610.3;109.7;393.7;573.55;1.75;31.9;12.025;4.15943380720404;28.62;26.845;0.041;0.056;0.686;0;0;0
14;"02/01/2010 14:00";31.114;263;534.3;95.45;393.85;569.7;1.472;32.19;11.765;4.24063116273614;29.19;26.88;0.041;0.056;0.686;0;0;0
14.5;"02/01/2010 14:30";40.3531;284.95;569.8;101.7;391.9;575.05;1.685;32.65;11.605;4.35984744352093;29.68;26.91;0.041;0.056;0.686;0;0;0
15;"02/01/2010 15:00";NA;200.775;444.65;78.675;394.85;560.05;1.235;32.99;11.59;4.44465979278313;30.12;26.945;0.041;0.056;0.686;0;0;0
15.5;"02/01/2010 15:30";23.767;136.015;340.15;61.585;397.2;539.75;1.645;32.72;11.745;4.37010742929074;30.62;27.11;0.041;0.056;0.686;0;0;0
16;"02/01/2010 16:00";29.3522;113.16;313.3;57.89;389.4;531.65;1.2535;32.89;11.595;4.41953779547183;30.985;27.25;0.041;0.056;0.686;0;0;0
16.5;"02/01/2010 16:30";21.3539;37.775;201.5;38.875;384.85;509.7;1.5565;32.56;11.56;4.34003747558646;31.505;27.67;0.041;0.056;0.685;0;0;0
17;"02/01/2010 17:00";16.6668;-28.135;102.15;22.635;382.05;489.7;1.367;32.03;12.14;4.18463294306969;31.725;27.87;0.041;0.057;0.685;0;0;0
17.5;"02/01/2010 17:30";15.5815;-65.966;30.98;8.296;375.7;464.35;1.0985;30.515;13.515;3.77941465137518;31.425;27.69;0.041;0.056;0.685;0;0;0
18;"02/01/2010 18:00";4.34202;-74.004;-1.347;2.507;369;439.15;0.692;28.66;15.405;3.322588798787;31.335;27.815;0.041;0.056;0.685;0;0;0
18.5;"02/01/2010 18:30";3.74433;-69.1745;-4.444;3.1805;364.85;426.4;0.455;27.325;16.765;3.02466595348831;31.185;27.96;0.041;0.056;0.685;0;0;0
19;"02/01/2010 19:00";0.19549;-65.049;-3.3225;3.8265;361.6;419.5;0.345;25.665;18.625;2.68166800282703;30.9;28.05;0.041;0.056;0.685;0;0;0
19.5;"02/01/2010 19:30";NA;-61.4935;-2.7325;3.811;359.65;414.6;0.205;24.61;19.85;2.4805862724269;30.52;28.105;0.041;0.056;0.685;0;0;0
20;"02/01/2010 20:00";0.2697;-60.1575;-1.056;5.0015;356.95;411.05;0.19;23.685;21.24;2.30606431101418;30.115;28.15;0.041;0.056;0.685;0;0;0
20.5;"02/01/2010 20:30";0.44147;-59.2965;-0.2055;5.791;354.15;407.45;0.323;23.675;21.73;2.29033879065837;29.71;28.18;0.041;0.056;0.685;0;0;0
21;"02/01/2010 21:00";1.08274;-58.214;-0.8635;4.9505;352.5;404.9;0.2235;23.44;21.88;2.25382410331724;29.325;28.205;0.04;0.056;0.685;0;0;0
21.5;"02/01/2010 21:30";NA;-57.931;-0.2;5.731;350.1;402.1;0.3735;23.38;21.995;2.24237943791341;28.955;28.22;0.04;0.056;0.684;0;0;0
22;"02/01/2010 22:00";1.10922;-57.355;-0.7215;5.1835;348.15;399.6;0.25;22.87;22.005;2.17405044839089;28.61;28.225;0.04;0.056;0.684;0;0;0
22.5;"02/01/2010 22:30";2.14862;-56.7495;-0.1365;5.513;346.15;397.25;0.2785;22.585;22.14;2.13311951874192;28.285;28.235;0.04;0.056;0.684;0;0;0
23;"02/01/2010 23:00";1.67188;-56.2185;-0.0105;5.758;344.6;395.05;0.4535;22.765;21.6;2.17148539245363;27.98;28.245;0.04;0.056;0.684;0;0;0
23.5;"02/01/2010 23:30";0.79518;-55.751;-1.7245;4.2265;341.6;391.4;0.3965;22.555;21.37;2.15029684463059;27.705;28.26;0.04;0.056;0.684;0;0;0
0;"03/01/2010 00:00";4.28045;-56.9675;-1.469;4.5985;337.55;388.45;0.335;21.435;22.415;1.98170576427395;27.435;28.27;0.04;0.056;0.684;0;0;0
0.5;"03/01/2010 00:30";1.66075;-56.954;-1.0785;4.9255;334.9;385.85;0.352;20.935;22.655;1.91590766839301;27.165;28.255;0.04;0.056;0.684;0;0;0
1;"03/01/2010 01:00";2.26463;-56.1125;-0.714;4.5985;332.95;383.75;0.1735;20.32;22.45;1.84956997045491;26.905;28.245;0.04;0.056;0.684;0;0;0
1.5;"03/01/2010 01:30";2.72918;-57.1085;0.071;5.6295;330.3;381.85;0.3685;19.845;22.77;1.78860007753453;26.66;28.235;0.04;0.056;0.683;0;0;0
2;"03/01/2010 02:00";1.30879;-57.082;0.99;6.222;328.75;380.6;0.6615;20.31;21.855;1.86261019375514;26.41;28.21;0.04;0.056;0.683;0;0;0
2.5;"03/01/2010 02:30";6.37381;-59.9135;-0.058;5.5055;328.3;382.65;1.0135;20.565;20.875;1.91587286010389;26.145;28.165;0.04;0.056;0.683;0;0;0
3;"03/01/2010 03:00";6.76137;-59.271;-1.0155;4.7555;328;381.5;0.88;20.6;20.03;1.94051388399119;25.895;28.12;0.04;0.056;0.683;0;0;0
3.5;"03/01/2010 03:30";7.33237;-62.7105;-1.2155;4.695;326.65;383.45;1.125;20.525;19.365;1.94762675273433;25.67;28.08;0.04;0.056;0.683;0;0;0
4;"03/01/2010 04:00";6.12121;-62.423;-2.132;3.791;325.5;382;1.225;20.195;19.41;1.90728822685721;25.46;28.04;0.04;0.056;0.683;0;0;0
4.5;"03/01/2010 04:30";3.5553;-61.5005;-3.0135;3.087;323.1;378.5;0.875;19.425;20.355;1.79705890065806;25.275;28.005;0.04;0.056;0.683;0;0;0
5;"03/01/2010 05:00";3.37888;-60.124;-1.666;4.158;319.9;374.2;0.89;18.935;20.83;1.73263415975619;25.125;27.995;0.04;0.056;0.682;0;0;0
5.5;"03/01/2010 05:30";3.55729;-60.357;-1.661;4.196;317.2;371.7;0.862;18.415;21.235;1.66860937723052;24.955;27.96;0.04;0.056;0.682;0;0;0
6;"03/01/2010 06:00";7.08653;-61.7035;-0.8585;4.895;315.6;371.55;0.885;18.28;20.895;1.66168583488053;24.775;27.92;0.04;0.056;0.682;0;0;0
6.5;"03/01/2010 06:30";12.3322;-59.597;6.5765;5.9235;316.1;376.35;1.21;18.695;19.595;1.73347372908678;24.58;27.86;0.04;0.056;0.682;0;0;0
7;"03/01/2010 07:00";11.77;-6.955;80.855;19.21;317.4;386;1.12;18.96;19.115;1.77293107133693;24.355;27.775;0.04;0.056;0.682;0;0;0
7.5;"03/01/2010 07:30";21.7087;67.81;191.45;35.99;322.45;410.1;1.6865;20.455;18.275;1.96545150935746;24.075;27.625;0.04;0.056;0.682;0;0;0
8;"03/01/2010 08:00";39.6232;153.095;309.45;51.705;327.85;432.5;2.195;22.305;16.27;2.25525363167781;23.81;27.395;0.041;0.056;0.682;0;0;0
8.5;"03/01/2010 08:30";31.0426;214.51;400.25;65.94;334;453.8;2.5635;24.085;14.44;2.56609412036746;23.69;27.195;0.041;0.056;0.681;0;0;0
9;"03/01/2010 09:00";41.5554;278.95;497.15;82.45;342.4;478.15;3.0515;25.85;13.13;2.89429005968471;23.72;27.03;0.041;0.056;0.681;0;0;0
9.5;"03/01/2010 09:30";50.4958;343;594.55;101.25;348.3;498.6;3.45;27.145;12.03;3.16320963303611;23.955;26.925;0.041;0.056;0.681;0;0;0
10;"03/01/2010 10:00";73.0117;399.35;693.4;119.15;353.3;528.2;3.265;28.81;10.87;3.53124582104258;24.26;26.795;0.041;0.056;0.681;0;0;0
10.5;"03/01/2010 10:30";53.8891;427.5;747.65;130.2;357.55;547.5;3.478;29.81;9.96;3.77901730510554;24.66;26.675;0.041;0.056;0.681;0;0;0
11;"03/01/2010 11:00";54.2071;438.5;781;138.45;362.75;566.8;3.13;30.76;9.495;4.01079355256691;25.23;26.64;0.041;0.056;0.681;0;0;0
11.5;"03/01/2010 11:30";44.7389;431.95;785.5;141.55;367.65;579.65;3.1985;31.855;8.815;4.30024272624625;25.9;26.595;0.041;0.056;0.681;0;0;0
12;"03/01/2010 12:00";56.7415;444;816;147.75;370.65;594.9;2.985;32.165;8.19;4.406227001473;26.685;26.605;0.041;0.056;0.68;0;0;0
12.5;"03/01/2010 12:30";54.1118;427.9;801.3;145.35;372;600.05;2.9265;32.545;7.693;4.52598140246621;27.5;26.615;0.041;0.056;0.68;0;0;0
13;"03/01/2010 13:00";38.2644;407.65;780.45;141.05;375.5;607.25;2.405;32.995;7.2135;4.66598926214719;28.33;26.66;0.041;0.056;0.68;0;0;0
13.5;"03/01/2010 13:30";44.9512;331.75;671.1;121.4;379.6;597.55;2.195;33.43;7.0235;4.79084613248829;29.125;26.705;0.041;0.056;0.68;0;0;0
14;"03/01/2010 14:00";44.6618;370.15;723.4;130.5;378.8;601.55;2.725;33.905;6.675;4.93800166340244;29.9;26.795;0.041;0.056;0.68;0;0;0
14.5;"03/01/2010 14:30";37.6587;259.35;569;102.85;375.65;582.45;2.4515;33.93;6;4.98064949992808;30.55;26.865;0.041;0.056;0.68;0;0;0
15;"03/01/2010 15:00";51.7567;235;522.7;96.05;377.75;569.4;2.6265;33.94;6.228;4.97133731617008;31.145;26.985;0.041;0.056;0.679;0;0;0
15.5;"03/01/2010 15:30";44.0219;184.05;445.2;81.85;372.3;551.6;2.8185;33.815;5.9865;4.94954086062378;31.58;27.095;0.041;0.056;0.679;0;0;0
16;"03/01/2010 16:00";39.8511;141.45;379.6;70.7;369.1;536.55;2.6435;33.585;5.9615;4.88772122316928;31.885;27.215;0.041;0.056;0.679;0;0;0
16.5;"03/01/2010 16:30";29.1414;63.03;264.7;52.37;366.85;516.15;2.545;33.29;6.2585;4.79258202477659;32.08;27.35;0.041;0.056;0.679;0;0;0
17;"03/01/2010 17:00";14.4522;-28.925;130.4;30.075;363.65;492.9;2.303;32.56;6.69;4.57902416154424;32.185;27.505;0.041;0.056;0.679;0;0;0
17.5;"03/01/2010 17:30";9.53709;-70.2;51.13;14.93;360;466.4;1.3315;31.175;7.865;4.18066786348827;32.2;27.685;0.041;0.056;0.679;0;0;0
18;"03/01/2010 18:00";3.57493;-81.5145;0.4685;2.983;356.15;435.15;0.6965;29.345;9.535;3.69661350274451;32.13;27.87;0.041;0.056;0.679;0;0;0
18.5;"03/01/2010 18:30";3.02028;-78.498;-5.3835;3.3145;351.4;421.2;0.402;27.52;10.885;3.27547868785991;31.975;28.065;0.041;0.056;0.678;0;0;0
19;"03/01/2010 19:00";NA;-74.451;-3.7325;4.4185;346.95;413.25;0.3585;25.695;12.415;2.89145076295773;31.625;28.165;0.041;0.056;0.678;0;0;0
19.5;"03/01/2010 19:30";0.82795;-70.942;-2.099;5.543;344.8;408.1;0.3135;24.72;13.53;2.69382344803724;31.17;28.22;0.04;0.056;0.678;0;0;0
20;"03/01/2010 20:00";1.24291;-67.407;-1.775;5.482;343.75;403.9;0.34;24.93;13.79;2.71957499216259;30.69;28.265;0.04;0.056;0.678;0;0;0
20.5;"03/01/2010 20:30";1.22433;-65.9435;-1.3195;5.424;341.4;400.6;0.4035;23.435;15.115;2.44826169730187;30.22;28.31;0.04;0.056;0.678;0;0;0
21;"03/01/2010 21:00";1.08427;-64.8515;-0.9825;5.619;339.6;397.85;0.67;23.925;15.48;2.51067610878107;29.765;28.335;0.04;0.056;0.678;0;0;0
21.5;"03/01/2010 21:30";1.22871;-63.21;-1.3855;5.0745;338.25;395;0.65;23.8;15.525;2.49056316666741;29.335;28.35;0.04;0.056;0.678;0;0;0
22;"03/01/2010 22:00";2.43008;-62.303;-1.4155;4.8875;336.35;392.35;0.732;23.48;15.695;2.43813714550553;28.945;28.365;0.04;0.056;0.677;0;0;0
22.5;"03/01/2010 22:30";NA;-61.963;-2.127;4.386;334.3;389.75;0.605;23;15.79;2.36582742182057;28.57;28.385;0.04;0.056;0.677;0;0;0
23;"03/01/2010 23:00";2.29453;-61.103;-1.527;4.776;333.6;388.4;0.658;22.84;15.605;2.34817605834645;28.22;28.39;0.04;0.056;0.677;0;0;0
23.5;"03/01/2010 23:30";3.02639;-60.394;-1.717;4.477;331.65;385.85;0.7685;22.49;15.495;2.30185970383553;27.88;28.39;0.04;0.056;0.677;0;0;0
0;"04/01/2010 00:00";2.08865;-59.744;-2.2155;3.9785;329.65;383.2;0.743;21.835;15.83;2.20311409826495;27.565;28.39;0.04;0.056;0.677;0;0;0
0.5;"04/01/2010 00:30";1.2337;-58.6465;-2.588;3.6085;328.55;381;0.5135;21.33;16.03;2.1310460137316;27.27;28.385;0.04;0.056;0.677;0;0;0
1;"04/01/2010 01:00";1.91969;-57.832;-0.9725;5.0595;327.4;379.2;0.402;20.56;16.57;2.01948843952386;26.995;28.38;0.04;0.056;0.677;0;0;0
1.5;"04/01/2010 01:30";2.40522;-57.2605;-2.6035;3.457;324.6;375.8;0.2715;19.13;17.78;1.82140171154958;26.735;28.37;0.04;0.056;0.676;0;0;0
2;"04/01/2010 02:00";1.73406;-57.7295;0.4405;6.07;323.6;375.7;0.477;19.72;17.26;1.90141331576257;26.46;28.34;0.04;0.056;0.676;0;0;0
2.5;"04/01/2010 02:30";3.37402;-60.3835;0.415;5.9485;322.8;377.65;0.888;19.665;17.375;1.89230145450019;26.19;28.305;0.04;0.056;0.676;0;0;0
3;"04/01/2010 03:00";4.58948;-62.469;-0.59;5.029;322.7;379.55;1.093;19.935;17.18;1.92878611935609;25.91;28.235;0.04;0.056;0.676;0;0;0
3.5;"04/01/2010 03:30";8.37701;-69.4525;-1.0885;4.814;323.05;386.6;1.54;20.14;16.79;1.96260994115234;25.65;28.175;0.04;0.056;0.676;0;0;0
4;"04/01/2010 04:00";9.00956;-72.717;-2.021;4.196;322.5;389;1.553;20.195;16.55;1.97497459400961;25.42;28.115;0.04;0.056;0.676;0;0;0
4.5;"04/01/2010 04:30";3.7757;-69.512;-2.446;3.816;320.75;384;1.295;19.75;17.105;1.9085236057166;25.235;28.08;0.04;0.056;0.676;0;0;0
5;"04/01/2010 05:00";6.11671;-67.023;-2.5955;3.5275;318.8;379.7;1.227;19.18;17.98;1.8226408866625;25.1;28.055;0.04;0.056;0.676;0;0;0
5.5;"04/01/2010 05:30";3.32552;-64.4615;-3.525;2.4365;315.25;373.75;1.095;17.975;19.83;1.65210088831733;24.97;28.035;0.04;0.056;0.675;0;0;0
