"heure";"DateUTC";"LE";"Rnet";"Swin";"Swout";"Lwin";"Lwout";"Ws";"Tair";"RH";"VPD";"Tsoil1";"Tsoil2";"Hsoil1";"Hsoil2";"LAI";"P";"PA24Hv";"PA24H"
0;"01/01/2011 00:00";NA;0;NA;NA;NA;NA;2.19177;NA;NA;NA;NA;NA;0.038;0.056;0.657;0;0;0
0.5;"01/01/2011 00:30";NA;-79.6333826;-3.113;2.984;318.7636174;392.3;1.69;18.64;26.95;1.56949656802986;27.385;28.815;0.038;0.056;0.656;0;0;0
1;"01/01/2011 01:00";NA;-76.6751027;-3.181;2.87;317.1758973;387.8;1.4315;17.785;28.64;1.45306929479014;27.14;28.81;0.038;0.056;0.656;0;0;0
1.5;"01/01/2011 01:30";NA;-74.4908288;-2.4925;3.4115;318.0131712;386.6;1.4385;17.635;29.395;1.42416917483106;26.9;28.805;0.038;0.056;0.656;0;0;0
2;"01/01/2011 02:00";NA;-75.3936824;-2.4065;3.4095;317.7223176;387.3;1.552;17.65;29.645;1.42046927711019;26.645;28.77;0.038;0.056;0.655;0;0;0
2.5;"01/01/2011 02:30";NA;-73.3789251;-2.7485;2.999;317.1685749;384.8;1.423;17.33;30.435;1.37643095705869;26.405;28.735;0.038;0.056;0.655;0;0;0
3;"01/01/2011 03:00";NA;-72.1951581;-2.482;3.1385;317.2753419;383.85;1.58;16.93;31.73;1.31703083429212;26.185;28.705;0.037;0.056;0.654;0;0;0
3.5;"01/01/2011 03:30";NA;-73.3900343;-1.8415;3.4195;318.3209657;386.45;2.105;17.045;32.115;1.31918351574091;25.96;28.665;0.037;0.056;0.654;0;0;0
4;"01/01/2011 04:00";NA;-73.7439251;-2.386;2.7965;318.9385749;387.5;2.27;17.07;32.05;1.32253933029527;25.735;28.61;0.037;0.056;0.654;0;0;0
4.5;"01/01/2011 04:30";NA;-73.262875;-2.5835;2.515;317.935625;386.1;2.2735;16.56;32.865;1.2650607902977;25.55;28.57;0.037;0.056;0.653;0;0;0
5;"01/01/2011 05:00";NA;-70.7282638;-2.6545;2.3705;318.6467362;384.35;2.1215;16.09;34.1;1.20515656576008;25.38;28.53;0.037;0.056;0.653;0;0;0
5.5;"01/01/2011 05:30";NA;-68.8457147;-2.485;2.5025;319.4417853;383.3;2.055;15.805;35.16;1.16437246470383;25.23;28.49;0.037;0.056;0.653;0;0;0
6;"01/01/2011 06:00";NA;-66.5886627;-2.427;2.4545;319.9428373;381.65;1.7085;15.53;36.03;1.12869537400076;25.075;28.45;0.037;0.056;0.652;0;0;0
6.5;"01/01/2011 06:30";NA;-58.6075088;5.403;3.607;320.4464912;380.85;1.6285;15.08;37.525;1.07091483752488;24.925;28.41;0.037;0.056;0.652;0;0;0
7;"01/01/2011 07:00";NA;-32.0181165;45.465;11.205;319.6218835;385.9;1.405;15.14;38.255;1.06249431397555;24.76;28.35;0.037;0.056;0.651;0;0;0
7.5;"01/01/2011 07:30";NA;18.726247;120.45;25.26;322.636247;399.1;1.7985;16.19;36.945;1.16050898493845;24.565;28.25;0.037;0.056;0.651;0;0;0
8;"01/01/2011 08:00";NA;85.7021695;216.45;41.59;327.6421695;416.8;2.512;18.015;33.26;1.37880612228529;24.365;28.11;0.038;0.056;0.651;0;0;0
8.5;"01/01/2011 08:30";9.68488;159.8500845;320.05;58.405;333.3550845;435.15;3.1415;19.775;29.505;1.62555197032732;24.225;27.925;0.038;0.056;0.65;0;0;0
9;"01/01/2011 09:00";15.527;231.255147;421;75.145;338.550147;453.15;3.91;21.2;26.855;1.84158811683945;24.2;27.765;0.038;0.056;0.65;0;0;0
9.5;"01/01/2011 09:30";13.5221;299.9022814;524.65;91.95;343.4522814;476.25;3.543;22.47;25.075;2.03842966827799;24.31;27.62;0.038;0.056;0.65;0;0;0
10;"01/01/2011 10:00";16.476;340.0617993;591.75;102.55;347.7617993;496.9;3.155;23.51;23.84;2.20656529548608;24.525;27.475;0.038;0.056;0.649;0;0;0
10.5;"01/01/2011 10:30";19.6111;387.9089837;671.25;115.3;353.8089837;521.85;2.7215;24.685;22.24;2.41742190625917;24.87;27.34;0.038;0.056;0.649;0;0;0
11;"01/01/2011 11:00";22.1048;394.3936331;690;117.9;359.4436331;537.15;2.5285;25.415;21.045;2.56361597121662;25.355;27.23;0.038;0.056;0.648;0;0;0
11.5;"01/01/2011 11:30";18.1954;421.526816;742.35;126.75;365.276816;559.35;2.1485;26.405;20.155;2.74887232343879;26.005;27.17;0.038;0.056;0.648;0;0;0
12;"01/01/2011 12:00";18.7305;436.3376932;776.1;133;368.7876932;575.55;1.823;27.505;18.865;2.97955565484788;26.735;27.1;0.039;0.056;0.648;0;0;0
12.5;"01/01/2011 12:30";20.543;418.8576864;757.2;128.3;372.8576864;582.9;1.905;28.22;17.9;3.14329773653313;27.535;27.055;0.039;0.056;0.647;0;0;0
13;"01/01/2011 13:00";17.4268;396.2334343;732.15;123.55;375.4834343;587.85;1.4585;28.925;16.32;3.33745035087651;28.46;27.11;0.039;0.056;0.647;0;0;0
13.5;"01/01/2011 13:30";41.1622;349.468323;668.55;112.2;376.368323;583.25;1.518;29.52;15.17;3.50147292345147;29.355;27.165;0.039;0.057;0.647;0;0;0
14;"01/01/2011 14:00";13.6014;335.6167332;648.85;110;378.7167332;581.95;1.645;30.335;14.235;3.70957571812519;30.205;27.24;0.039;0.057;0.646;0;0;0
14.5;"01/01/2011 14:30";21.9298;278.5300458;568.15;96.35;378.8300458;572.1;1.648;30.64;13.205;3.82013595065491;30.965;27.325;0.039;0.056;0.646;0;0;0
15;"01/01/2011 15:00";NA;223.3306733;487.3;84;378.9306733;558.9;1.3485;31.03;12.235;3.94966282529444;31.605;27.415;0.039;0.057;0.645;0;0;0
15.5;"01/01/2011 15:30";11.9072;162.2438741;395.65;68.755;380.3488741;545;1.56;31.26;12.1;4.00781906615653;32.13;27.51;0.039;0.057;0.645;0;0;0
16;"01/01/2011 16:00";25.5537;84.0292512;280.8;50.8;377.9792512;523.95;1.4635;31.015;12.025;3.95573446041503;32.53;27.63;0.039;0.056;0.645;0;0;0
16.5;"01/01/2011 16:30";9.00856;1.8313235;156.15;29.41;374.7913235;499.7;1.565;30.41;12.53;3.79958653811208;32.83;27.8;0.039;0.056;0.644;0;0;0
17;"01/01/2011 17:00";NA;-15.2847331;124.05;25.95;373.0652669;486.45;1.385;30.005;13.005;3.69231319024819;32.985;27.995;0.039;0.056;0.644;0;0;0
17.5;"01/01/2011 17:30";NA;-68.3645223;36.175;8.8565;368.2669777;463.95;0.9585;29.18;13.96;3.4824982641928;32.955;28.13;0.038;0.056;0.644;0;0;0
18;"01/01/2011 18:00";NA;-79.9016173;-2.6825;2.419;364.6498827;439.45;0.422;27.625;15.87;3.11127632323283;32.845;28.29;0.038;0.056;0.643;0;0;0
18.5;"01/01/2011 18:30";NA;-75.0614806;-5.218;2.627;360.6835194;427.9;0.25;25.475;18.455;2.65715903330764;32.605;28.44;0.038;0.056;0.643;0;0;0
19;"01/01/2011 19:00";NA;-68.7816741;-2.095;4.4855;360.6488259;422.85;0.433;24.84;20.81;2.48475454555369;32.215;28.535;0.038;0.056;0.642;0;0;0
19.5;"01/01/2011 19:30";NA;-65.5259049;-1.8285;4.4555;360.1080951;419.35;0.5835;24.465;22.295;2.38416068261117;31.735;28.585;0.038;0.056;0.642;0;0;0
20;"01/01/2011 20:00";NA;-63.5081522;-2.221;3.934;358.1968478;415.55;0.5315;24.005;23.09;2.29561975484452;31.23;28.62;0.038;0.056;0.642;0;0;0
20.5;"01/01/2011 20:30";NA;-62.6873287;-2.4775;3.5585;353.9986713;410.65;0.4565;23.21;24.185;2.15717984726154;30.765;28.66;0.038;0.056;0.641;0;0;0
21;"01/01/2011 21:00";NA;-63.4905208;-1.1625;4.3215;352.2434792;410.25;0.9485;22.7;25.465;2.05631751338665;30.335;28.705;0.038;0.056;0.641;0;0;0
21.5;"01/01/2011 21:30";NA;-68.1489752;-1.6185;3.7865;351.9060248;414.65;1.42;22.605;25.985;2.03024070679196;29.9;28.71;0.038;0.056;0.64;0;0;0
22;"01/01/2011 22:00";NA;-68.0567025;-2.125;3.3965;349.4647975;412;1.335;22.325;26.35;1.98616436490598;29.495;28.715;0.038;0.056;0.64;0;0;0
22.5;"01/01/2011 22:30";NA;-63.2463066;-2.6695;2.827;348.0001934;405.75;0.9935;21.715;27.56;1.88224464991782;29.15;28.745;0.038;0.056;0.64;0;0;0
23;"01/01/2011 23:00";NA;-59.1837488;-2.229;2.991;347.7862512;401.75;0.9215;21.185;28.65;1.79474308378008;28.845;28.78;0.038;0.056;0.639;0;0;0
23.5;"01/01/2011 23:30";NA;-56.9210687;-2.049;3.08;347.3079313;399.1;0.685;20.655;29.575;1.71469922434329;28.555;28.805;0.038;0.056;0.639;0;0;0
0;"02/01/2011 00:00";NA;-59.3505602;-0.889;3.86;346.5984398;401.2;1.19;20.335;30.33;1.6631714077093;28.265;28.81;0.038;0.056;0.639;0;0;0
0.5;"02/01/2011 00:30";NA;-62.7282282;-1.5605;3.4245;345.2567718;403;1.445;20.365;30.245;1.66828741933675;27.96;28.795;0.038;0.056;0.639;0;0;0
1;"02/01/2011 01:00";NA;-61.0335899;-2.1405;2.9355;343.9424101;399.9;1.2065;19.99;30.68;1.61989346767849;27.685;28.78;0.038;0.056;0.639;0;0;0
1.5;"02/01/2011 01:30";NA;-60.0074472;-2.3885;2.662;341.8430528;396.8;1.055;19.555;31.45;1.55926552951362;27.445;28.77;0.038;0.056;0.639;0;0;0
2;"02/01/2011 02:00";NA;-56.8076335;-1.644;3.093;342.7293665;394.8;1.02;19.25;31.955;1.51869646351036;27.225;28.765;0.038;0.056;0.638;0;0;0
2.5;"02/01/2011 02:30";NA;-56.1971516;-1.6565;3.075;343.2343484;394.7;1.0435;18.99;32.33;1.48604863830372;27.005;28.745;0.038;0.056;0.638;0;0;0
3;"02/01/2011 03:00";NA;-58.030382;-1.7525;2.9785;339.800618;393.1;1.1235;18.75;32.83;1.45312499258205;26.79;28.72;0.038;0.056;0.638;0;0;0
3.5;"02/01/2011 03:30";NA;-60.276458;-1.7195;3.179;336.922042;392.3;1.1615;18.565;33.275;1.42688951185001;26.58;28.69;0.038;0.056;0.638;0;0;0
4;"02/01/2011 04:00";NA;-54.0005276;-1.436;3.186;338.8214724;388.2;0.84;18.32;33.535;1.39967661369439;26.385;28.665;0.038;0.056;0.638;0;0;0
4.5;"02/01/2011 04:30";NA;-52.6269553;-1.307;3.265;339.5450447;387.6;0.835;18.24;33.46;1.39424059582089;26.2;28.635;0.037;0.056;0.638;0;0;0
5;"02/01/2011 05:00";NA;-53.8223842;-1.3295;3.3285;337.9356158;387.1;0.973;18.32;32.855;1.41399663321312;26.01;28.595;0.037;0.056;0.638;0;0;0
5.5;"02/01/2011 05:30";NA;-52.1962418;-1.945;2.591;338.0397582;385.7;0.96;17.905;33.73;1.35965670378944;25.825;28.555;0.037;0.056;0.638;0;0;0
6;"02/01/2011 06:00";NA;-48.8911915;-1.8995;2.376;340.2343085;384.85;0.6965;17.51;34.86;1.30361411066425;25.645;28.515;0.037;0.056;0.637;0;0;0
6.5;"02/01/2011 06:30";NA;-48.7582147;4.4275;4.1135;334.0277853;383.1;0.835;17.195;35.92;1.25712458401851;25.48;28.48;0.037;0.056;0.637;0;0;0
7;"02/01/2011 07:00";NA;-27.1856915;39.925;10.59;332.9793085;389.5;0.772;17.38;35.715;1.27598497872156;25.305;28.43;0.037;0.056;0.637;0;0;0
7.5;"02/01/2011 07:30";NA;13.816536;108.9;23.69;333.906536;405.3;0.73;17.92;35.335;1.32797978591282;25.08;28.33;0.037;0.056;0.637;0;0;0
8;"02/01/2011 08:00";NA;76.3713812;201.25;38.98;338.0513812;423.95;1.325;19.265;33.15;1.49341934687131;24.85;28.175;0.038;0.056;0.637;0;0;0
8.5;"02/01/2011 08:30";14.0317;146.4247163;301.6;55.455;344.7797163;444.5;2.21;21.29;28.785;1.80291668236323;24.685;27.98;0.038;0.056;0.637;0;0;0
9;"02/01/2011 09:00";22.8378;214.106249;401.4;71.755;351.261249;466.8;2.487;23.095;24.43;2.13532192958917;24.64;27.795;0.038;0.056;0.637;0;0;0
9.5;"02/01/2011 09:30";26.0302;278.1929836;496.65;87.55;356.3929836;487.3;2.7415;24.495;21.62;2.40918954054976;24.735;27.635;0.038;0.056;0.637;0;0;0
10;"02/01/2011 10:00";24.8217;322.9300885;569.8;99.5;362.0300885;509.4;2.62;25.61;20.365;2.61578529950683;24.995;27.52;0.038;0.056;0.636;0;0;0
10.5;"02/01/2011 10:30";21.4429;357.3037798;629.55;108.45;368.3537798;532.15;2.3215;26.58;19.525;2.79926364102505;25.36;27.39;0.038;0.056;0.636;0;0;0
