"heure";"DateUTC";"LE";"Rnet";"Swin";"Swout";"Lwin";"Lwout";"Ws";"Tair";"RH";"VPD";"Tsoil1";"Tsoil2";"Hsoil1";"Hsoil2";"LAI";"P";"PA24Hv";"PA24H"
19.5;"01/01/2017 19:30";NA;-62.5;-3.8;3.7;367.7;422.7;0.3;24.1;29.9;2.10431405558456;31.9;30.1;0.038;0.056;NA;0;0;0
20;"01/01/2017 20:00";NA;-61;-2.1;5.3;365.3;418.9;0.2;23.2;31.5;1.94786798850543;31.7;30.1;0.038;0.056;NA;0;0;0
20.5;"01/01/2017 20:30";NA;-59.1;-3.3;3.7;362;414.1;0.3;23;31.8;1.9160364584748;31.4;30.1;0.038;0.056;NA;0;0;0
21;"01/01/2017 21:00";NA;-59.9;-1.8;5.4;358.8;411.5;0.3;21.9;34.3;1.72650326068737;31.2;30.1;0.038;0.056;NA;0;0;0
21.5;"01/01/2017 21:30";NA;-59.4;-0.7;6.2;358.4;410.8;0.8;22.9;32.7;1.87934561266076;31;30.1;0.038;0.056;NA;0;0;0
22;"01/01/2017 22:00";NA;-57.3;-2.5;4.5;358.1;408.5;0.8;22.7;32.2;1.87050818283511;30.7;30;0.038;0.056;NA;0;0;0
22.5;"01/01/2017 22:30";NA;-57.4;-2.5;4.3;356.9;407.5;0.9;22.4;32.1;1.83946695314174;30.5;30;0.038;0.056;NA;0;0;0
23;"01/01/2017 23:00";NA;-58;-2.7;3.7;355.8;407.4;1.2;22;32.7;1.77936569235772;30.2;30;0.038;0.056;NA;0;0;0
23.5;"01/01/2017 23:30";NA;-57.7;-3.4;3;354.5;405.8;1.1;21.5;33.2;1.71303237339785;30;30;0.038;0.056;NA;0;0;0
0;"02/01/2017 00:00";NA;-57.2;-3.1;3.4;352.3;403.1;1.1;21.1;33.6;1.66154230964471;29.8;30;0.038;0.056;NA;0;0;0
0.5;"02/01/2017 00:30";NA;-56.8;-3.2;3.2;350.9;401.3;1.1;20.7;34.4;1.60165277970013;29.6;30;0.038;0.055;NA;0;0;0
1;"02/01/2017 01:00";NA;-57.4;-2.7;3.4;349.9;401.2;1.3;20.5;34.4;1.58203667998221;29.4;30;0.038;0.055;NA;0;0;0
1.5;"02/01/2017 01:30";NA;-58.2;-3;3.1;348.9;401;1.4;20.3;34.5;1.56024886591704;29.2;30;0.038;0.055;NA;0;0;0
2;"02/01/2017 02:00";NA;-57.4;-3.3;2.8;346.8;398.1;1.3;19.7;35.4;1.48270460770849;29;30;0.038;0.055;NA;0;0;0
2.5;"02/01/2017 02:30";NA;-59.4;-2.7;3.3;345.7;399.2;1.6;19.5;35.6;1.45987078503141;28.8;30;0.038;0.055;NA;0;0;0
3;"02/01/2017 03:00";NA;-58.9;-3.3;2.7;344.4;397.2;1.5;19.1;36.3;1.40849594686182;28.6;29.9;0.038;0.055;NA;0;0;0
3.5;"02/01/2017 03:30";NA;-57.9;-3.1;2.7;342.6;394.7;1.5;18.7;37.3;1.35218944150744;28.4;29.9;0.038;0.055;NA;0;0;0
4;"02/01/2017 04:00";NA;-56.3;-3.3;2.7;340.9;391.2;1.3;18.2;38.4;1.28749408547019;28.3;29.9;0.038;0.055;NA;0;0;0
4.5;"02/01/2017 04:30";NA;-54.9;-2.9;3;339.4;388.4;1.1;17.8;39.3;1.23717303544587;28.1;29.9;0.038;0.055;NA;0;0;0
5;"02/01/2017 05:00";NA;-53.3;-2.6;3.3;339.1;386.5;1;17.6;39.2;1.22368909791742;28;29.9;0.038;0.055;NA;0;0;0
5.5;"02/01/2017 05:30";NA;-52.3;-2.6;3.2;338.7;385.2;1;17.5;38.7;1.22599201561367;27.8;29.9;0.038;0.055;NA;0;0;0
6;"02/01/2017 06:00";NA;-51.1;-2.4;3.2;337.9;383.3;0.9;17.1;39.2;1.18562630393944;27.7;29.9;0.038;0.055;NA;0;0;0
6.5;"02/01/2017 06:30";NA;-48.7;4.8;4.6;337.7;386.6;1.2;17.1;39;1.18952639046556;27.5;29.8;0.038;0.055;NA;0;0;0
7;"02/01/2017 07:00";NA;-19.1;49.3;13.3;339.1;394.2;1.5;17.4;38.3;1.22622406555262;27.3;29.8;0.038;0.055;NA;0;0;0
7.5;"02/01/2017 07:30";NA;40;133.3;29.3;343.4;407.4;2.4;18.7;34.9;1.40394788902926;27.1;29.6;0.038;0.055;NA;0;0;0
8;"02/01/2017 08:00";NA;114.4;236.1;47.8;348.1;422;2.9;19.9;31.9;1.58253896516223;26.9;29.5;0.038;0.055;NA;0;0;0
8.5;"02/01/2017 08:30";NA;188.4;341.9;68;353.4;439;3.4;21;29.9;1.74339078348772;26.7;29.3;0.038;0.055;NA;0;0;0
9;"02/01/2017 09:00";NA;253.4;439.4;87.2;361.3;460.1;3.4;22.6;26.6;2.01276052315056;26.5;29.2;0.038;0.055;NA;0;0;0
9.5;"02/01/2017 09:30";NA;312;528;104.9;367.7;478.7;4;23.8;24.7;2.22005808168163;26.4;29.1;0.038;0.055;NA;0;0;0
10;"02/01/2017 10:00";NA;355.6;601.2;119.2;374.9;501.4;3.3;25.2;23;2.46839842704508;26.4;29;0.038;0.055;NA;0;0;0
10.5;"02/01/2017 10:30";NA;389.4;661.9;131;381.5;523.1;2.9;26.4;22;2.68456221893214;26.5;28.8;0.039;0.055;NA;0;0;0
11;"02/01/2017 11:00";NA;412.5;709.4;140.3;388.4;545.1;2.4;27.7;21;2.93437867093971;26.6;28.7;0.039;0.055;NA;0;0;0
11.5;"02/01/2017 11:30";NA;428.9;742.2;147.7;391.5;557.1;2.8;28.2;20.6;3.03639258233492;26.9;28.6;0.039;0.055;NA;0;0;0
12;"02/01/2017 12:00";NA;429.4;754.3;149.9;396.8;571.8;2;29.3;20;3.26051936460879;27.2;28.6;0.039;0.056;NA;0;0;0
12.5;"02/01/2017 12:30";NA;425.4;754;149.3;400.7;580;2;29.9;19.5;3.39612465920693;27.7;28.6;0.039;0.056;NA;0;0;0
13;"02/01/2017 13:00";NA;412.2;735.7;144.7;404.1;582.8;2.2;30.6;19;3.5569464768406;28.2;28.6;0.039;0.056;NA;0;0;0
13.5;"02/01/2017 13:30";NA;391.1;706.5;138.6;405.6;582.5;2.2;31.1;18.8;3.66880469532381;28.7;28.7;0.039;0.056;NA;0;0;0
14;"02/01/2017 14:00";NA;356.8;655.1;127;408.1;579.4;1.8;31.7;18.4;3.81460430728608;29.2;28.7;0.039;0.056;NA;0;0;0
14.5;"02/01/2017 14:30";NA;316.1;595.3;114.5;409.4;574.1;1.3;32.3;18;3.96550157111233;29.6;28.7;0.039;0.056;NA;0;0;0
15;"02/01/2017 15:00";NA;256.6;505.7;97.9;409.7;560.8;1.5;32.6;17.9;4.03799102445671;30.1;28.7;0.039;0.056;NA;0;0;0
15.5;"02/01/2017 15:30";NA;194.3;414.7;81.9;406.7;545.3;1.5;32.3;18.1;3.96066559358658;30.6;28.8;0.039;0.056;NA;0;0;0
16;"02/01/2017 16:00";NA;128.5;315;62.8;405.3;529;1.3;32.5;18.2;4.00065716494623;31;28.8;0.039;0.056;NA;0;0;0
16.5;"02/01/2017 16:30";NA;59;208;41.1;402.7;510.6;1.1;32.2;18.6;3.91434477532405;31.3;29;0.039;0.056;NA;0;0;0
17;"02/01/2017 17:00";NA;-5.3;106.8;20.8;398.5;489.9;0.9;31.5;19.3;3.73000960474158;31.6;29.1;0.039;0.056;NA;0;0;0
17.5;"02/01/2017 17:30";NA;-54.8;30;9;393.3;469.2;0.4;30.5;20.7;3.46245950115766;31.8;29.4;0.039;0.056;NA;0;0;0
18;"02/01/2017 18:00";NA;-68.9;-3.3;2.3;386.4;449.7;0.2;28.7;23.1;3.02736344376834;32;29.7;0.039;0.056;NA;0;0;0
18.5;"02/01/2017 18:30";NA;-66.4;-5.9;2.4;379.9;438;0.3;26.4;26.4;2.53312537581289;32;29.9;0.039;0.056;NA;0;0;0
19;"02/01/2017 19:00";NA;-63.8;-5.4;2.6;374.1;429.9;0.3;24.7;30.9;2.15012244858133;32;30;0.038;0.056;NA;0;0;0
19.5;"02/01/2017 19:30";NA;-60.7;-3.1;4;371.3;424.9;0.3;23.9;33.1;1.98429026104542;31.8;30.1;0.038;0.056;NA;0;0;0
20;"02/01/2017 20:00";NA;-59.1;-3.7;3.4;367.5;419.5;0.2;22.8;35;1.80416030177629;31.6;30.1;0.038;0.056;NA;0;0;0
20.5;"02/01/2017 20:30";NA;-57.8;-2.1;4.7;364.8;415.9;0.2;22.2;35.8;1.71820620934531;31.4;30.1;0.038;0.056;NA;0;0;0
21;"02/01/2017 21:00";NA;-59.3;-0.1;7;363.9;416.2;0.8;23.6;33.2;1.94589936422713;31.2;30.1;0.038;0.056;NA;0;0;0
21.5;"02/01/2017 21:30";NA;-57.4;-2.7;4.4;363.1;413.4;0.7;23.6;31.8;1.98668168623189;30.9;30;0.038;0.056;NA;0;0;0
22;"02/01/2017 22:00";NA;-56.4;-3;4.3;360.8;410;0.6;22.9;32.2;1.89330806149182;30.7;30;0.038;0.056;NA;0;0;0
22.5;"02/01/2017 22:30";NA;-55.8;-2.9;3.7;359.3;408.5;0.8;22.6;32;1.86468277349098;30.5;30;0.038;0.056;NA;0;0;0
23;"02/01/2017 23:00";NA;-57.8;-2.5;4;357;408.3;1;22;32.5;1.78465355474214;30.2;30;0.038;0.056;NA;0;0;0
23.5;"02/01/2017 23:30";NA;-56.8;-3.1;3.3;355.5;405.8;0.9;21.6;32.6;1.73902293734823;30;30;0.038;0.055;NA;0;0;0
0;"03/01/2017 00:00";NA;-56.8;-2.8;3.5;354.5;404.9;1.1;21.4;31.8;1.73826154815794;29.8;30;0.038;0.055;NA;0;0;0
0.5;"03/01/2017 00:30";NA;-57;-3;3.2;353.3;404.2;1.3;21.1;31.4;1.71659341026546;29.6;30;0.038;0.055;NA;0;0;0
1;"03/01/2017 01:00";NA;-55;-3.3;2.9;351.2;400;1.1;20.6;31.9;1.6524821245442;29.4;30;0.038;0.055;NA;0;0;0
1.5;"03/01/2017 01:30";NA;-53.5;-3.1;3.1;349.3;396.6;1;20.2;32.2;1.60508885890722;29.2;30;0.038;0.055;NA;0;0;0
2;"03/01/2017 02:00";NA;-53.1;-2.9;3.3;348;394.8;0.9;19.8;32.3;1.56352354490526;29;30;0.038;0.055;NA;0;0;0
2.5;"03/01/2017 02:30";NA;-51.9;-3;3.1;345.8;391.6;0.8;19.2;33.4;1.481824104813;28.8;30;0.038;0.055;NA;0;0;0
3;"03/01/2017 03:00";NA;-52.5;-2.3;3.6;344.9;391.5;1;19;33.4;1.46346395370776;28.6;30;0.038;0.055;NA;0;0;0
3.5;"03/01/2017 03:30";NA;-53;-2.7;3.1;344.2;391.4;1.1;18.8;33.8;1.43662264508202;28.5;30;0.038;0.055;NA;0;0;0
4;"03/01/2017 04:00";NA;-53.4;-2.6;3.2;342.7;390.3;1.1;18.4;34.7;1.38205804855849;28.3;29.9;0.038;0.055;NA;0;0;0
4.5;"03/01/2017 04:30";NA;-53.5;-2.7;3.2;341.8;389.5;1.1;18.2;34.7;1.36482733411044;28.1;29.9;0.038;0.055;NA;0;0;0
5;"03/01/2017 05:00";NA;-53.9;-2.6;3.2;340.8;388.9;1.1;18;34.8;1.34572096013464;27.9;29.9;0.038;0.055;NA;0;0;0
5.5;"03/01/2017 05:30";NA;-51.3;-2.8;3.2;339.7;385;0.8;17.8;35;1.32481461785802;27.8;29.9;0.038;0.055;NA;0;0;0
6;"03/01/2017 06:00";NA;-50.1;-2.6;3.3;337.9;382.1;0.7;17.4;35.7;1.27789639246407;27.6;29.8;0.038;0.055;NA;0;0;0
6.5;"03/01/2017 06:30";NA;-45.9;5.6;4.9;337.1;383.7;0.9;17.1;36.3;1.24217755856813;27.5;29.8;0.038;0.055;NA;0;0;0
7;"03/01/2017 07:00";NA;-16.6;51.7;14.1;337.8;392;1.1;17.4;36;1.27193420089737;27.3;29.8;0.038;0.055;NA;0;0;0
7.5;"03/01/2017 07:30";NA;43.6;138.6;30.5;341.9;406.4;1.8;18.7;34.1;1.42120070486986;27.1;29.6;0.038;0.055;NA;0;0;0
8;"03/01/2017 08:00";NA;121;245;49.5;348.5;422.9;3.2;20.4;29.7;1.6849577185431;26.9;29.5;0.038;0.055;NA;0;0;0
8.5;"03/01/2017 08:30";NA;194.9;351.4;69.9;354.2;440.8;3.5;21.6;27.9;1.86029011547192;26.6;29.3;0.038;0.055;NA;0;0;0
9;"03/01/2017 09:00";NA;260.9;450.7;89.6;361.7;461.9;3.8;23.2;25.9;2.10710975106938;26.5;29.2;0.038;0.055;NA;0;0;0
9.5;"03/01/2017 09:30";NA;314.6;535;106.3;369.4;483.5;3.7;24.6;24.3;2.34146256644856;26.3;29;0.038;0.055;NA;0;0;0
10;"03/01/2017 10:00";NA;357.5;607.3;120.9;376.5;505.4;3.4;25.9;23.3;2.56302270501845;26.3;28.9;0.038;0.055;NA;0;0;0
10.5;"03/01/2017 10:30";NA;388.7;663.6;132.4;383;525.5;3.3;27.1;22.1;2.79373593118747;26.4;28.8;0.038;0.055;NA;0;0;0
11;"03/01/2017 11:00";NA;411.7;711;142.1;390.3;547.5;2.4;28.4;20.9;3.06027119977426;26.6;28.7;0.039;0.055;NA;0;0;0
11.5;"03/01/2017 11:30";NA;421.5;738.5;148;396.6;565.6;2.4;29.5;20;3.29830837550494;26.8;28.6;0.039;0.055;NA;0;0;0
12;"03/01/2017 12:00";NA;428;756;151.9;400;576.1;2.3;30.1;19.5;3.43530779915531;27.2;28.6;0.039;0.056;NA;0;0;0
12.5;"03/01/2017 12:30";NA;422.6;753.6;150.5;405.2;585.8;2.1;31.1;19;3.659768230557;27.7;28.6;0.039;0.056;NA;0;0;0
13;"03/01/2017 13:00";NA;411.2;738.6;146;409;590.5;1.7;31.8;18.5;3.83156026737147;28.2;28.6;0.039;0.056;NA;0;0;0
13.5;"03/01/2017 13:30";NA;390.2;704.8;137.6;411.9;588.8;1.8;32.4;18;3.98791518240336;28.7;28.6;0.039;0.056;NA;0;0;0
14;"03/01/2017 14:00";NA;350.3;647.7;125.7;414.1;585.9;1.4;33.1;17.6;4.16814755232052;29.2;28.6;0.039;0.056;NA;0;0;0
14.5;"03/01/2017 14:30";NA;300.1;575.6;113.2;413.9;576.2;1.9;33.3;17.2;4.2355622085796;29.7;28.6;0.039;0.056;NA;0;0;0
15;"03/01/2017 15:00";NA;244.7;493;98.2;413.5;563.6;1.8;33.4;17;4.2696133929545;30.2;28.7;0.039;0.056;NA;0;0;0
15.5;"03/01/2017 15:30";NA;175.4;390.5;80.9;409.8;543.9;2.6;33.2;16.9;4.22717496048056;30.8;28.8;0.039;0.056;NA;0;0;0
16;"03/01/2017 16:00";NA;107.9;288.3;60.9;408;527.5;2;33.2;16.9;4.22717496048056;31.2;28.9;0.039;0.056;NA;0;0;0
16.5;"03/01/2017 16:30";NA;49.8;196.7;41.5;404;509.4;2.3;32.8;17.2;4.11846537049749;31.5;29;0.039;0.056;NA;0;0;0
17;"03/01/2017 17:00";NA;-8.8;104.7;21.7;400.6;492.3;2.3;32.2;18;3.94319743951563;31.8;29.2;0.039;0.056;NA;0;0;0
17.5;"03/01/2017 17:30";NA;-56.9;32.9;9.8;394.6;474.7;1.5;31.1;19.2;3.65073176579019;32;29.4;0.039;0.056;NA;0;0;0
18;"03/01/2017 18:00";NA;-70.8;-0.7;3.5;388.3;454.9;0.8;29.7;20.9;3.29894238254984;32.1;29.7;0.039;0.056;NA;0;0;0
18.5;"03/01/2017 18:30";NA;-67.8;-5.6;3.2;382.6;441.6;0.5;28.3;22.5;2.98100756360112;32.1;29.8;0.038;0.056;NA;0;0;0
19;"03/01/2017 19:00";NA;-65.2;-4.9;3.5;376.6;433.4;0.2;26.6;24.3;2.63626982883219;32;29.9;0.038;0.056;NA;0;0;0
19.5;"03/01/2017 19:30";NA;-63.9;-2.9;5.2;372.8;428.6;0.5;25.9;25.8;2.47948219963975;31.9;30;0.038;0.056;NA;0;0;0
20;"03/01/2017 20:00";NA;-63.6;-2.2;5.3;370.9;427;1;25.8;26.7;2.43495455327933;31.7;30;0.038;0.056;NA;0;0;0
20.5;"03/01/2017 20:30";NA;-60.9;-3.5;4.1;368.8;422.1;0.7;25.2;27.2;2.33375851284262;31.4;30;0.038;0.056;NA;0;0;0
21;"03/01/2017 21:00";NA;-59.2;-3.9;3.8;365.6;417.1;0.4;24.4;27.7;2.20971404813112;31.2;30;0.038;0.056;NA;0;0;0
21.5;"03/01/2017 21:30";NA;-58.2;-2.9;4.3;362.9;413.9;0.4;24;28.1;2.14543666608204;31;30;0.038;0.056;NA;0;0;0
22;"03/01/2017 22:00";NA;-57.3;-2.9;4.2;359.5;409.7;0.2;22.6;29.6;1.93049510667301;30.8;30;0.038;0.056;NA;0;0;0
22.5;"03/01/2017 22:30";NA;-57.3;-0.7;6;358.6;409.2;0.6;22.7;30.1;1.92844427699371;30.6;30;0.038;0.056;NA;0;0;0
23;"03/01/2017 23:00";NA;-56.9;-1.7;5;358.5;408.7;0.8;22.8;29.8;1.94849312591839;30.3;30;0.038;0.056;NA;0;0;0
23.5;"03/01/2017 23:30";NA;-56.5;-2.1;4.4;356.8;406.8;1;22.6;30.1;1.91678420392676;30.1;30;0.038;0.055;NA;0;0;0
0;"04/01/2017 00:00";NA;-57.5;-2.7;3.8;354.7;405.7;1.1;22.2;30.8;1.85202289231613;29.9;30;0.038;0.055;NA;0;0;0
0.5;"04/01/2017 00:30";NA;-56.9;-3;3.6;352.6;403;1;21.6;31.7;1.76224431188255;29.6;30;0.038;0.055;NA;0;0;0
1;"04/01/2017 01:00";NA;-57.1;-2.6;3.8;351.2;401.9;1.1;21.3;32;1.7225793872458;29.4;30;0.038;0.055;NA;0;0;0
1.5;"04/01/2017 01:30";NA;-57.7;-2.8;3.5;350.5;401.8;1.2;21.1;32.3;1.69407250546606;29.2;30;0.038;0.055;NA;0;0;0
2;"04/01/2017 02:00";NA;-57.4;-3.1;3.1;349.1;400.3;1.3;20.7;33.1;1.63339285002955;29.1;30;0.038;0.055;NA;0;0;0
2.5;"04/01/2017 02:30";NA;-55.5;-3.4;3;347;396;1;20.1;34.4;1.54343360461751;28.9;30;0.038;0.055;NA;0;0;0
3;"04/01/2017 03:00";NA;-53.7;-3.5;3.6;345.3;392;0.4;19.5;35.2;1.46893830543533;28.7;30;0.038;0.055;NA;0;0;0
3.5;"04/01/2017 03:30";NA;-53.6;-1.4;4.8;344.9;392.2;0.8;19.7;34.8;1.49647585793489;28.5;30;0.038;0.055;NA;0;0;0
4;"04/01/2017 04:00";NA;-56.1;-2.3;3.5;345.8;396.1;1.5;19.6;34.8;1.48721576398456;28.3;29.9;0.038;0.055;NA;0;0;0
4.5;"04/01/2017 04:30";NA;-56.5;-2.6;3.3;345.5;396.2;1.4;19.4;35;1.46434015136459;28.2;29.9;0.038;0.055;NA;0;0;0
5;"04/01/2017 05:00";NA;-56;-2.5;3.5;345.5;395.5;1.2;19.4;34.4;1.47785713737718;28;29.8;0.038;0.055;NA;0;0;0
5.5;"04/01/2017 05:30";NA;-56.1;-2.5;3.3;344.5;394.8;1.4;19.2;34.7;1.4528996102746;27.8;29.8;0.038;0.055;NA;0;0;0
6;"04/01/2017 06:00";NA;-56.2;-2.9;2.8;343.7;394.3;1.6;18.8;35.5;1.39973052277629;27.7;29.8;0.038;0.055;NA;0;0;0
6.5;"04/01/2017 06:30";NA;-51.2;4.2;4.1;344.3;395.6;1.8;18.6;35.9;1.37376101817481;27.5;29.8;0.038;0.055;NA;0;0;0
7;"04/01/2017 07:00";NA;-24.5;43.5;11.6;345.7;402;2.1;18.9;35.2;1.41505175326947;27.4;29.7;0.038;0.055;NA;0;0;0
7.5;"04/01/2017 07:30";NA;30.1;119.8;26.5;348.1;411.4;2.2;19.4;34.5;1.47560430637508;27.2;29.6;0.038;0.055;NA;0;0;0
8;"04/01/2017 08:00";NA;102.1;220;45.5;353.1;425.5;2.8;20.5;32.2;1.63509278815235;27;29.5;0.038;0.055;NA;0;0;0
8.5;"04/01/2017 08:30";NA;175.4;325.2;65.8;358.7;442.8;3;21.8;30.1;1.82569846242239;26.8;29.4;0.038;0.055;NA;0;0;0
9;"04/01/2017 09:00";NA;241.6;423.6;85.5;365.7;462.2;3.3;23.2;27.1;2.07298651623425;26.6;29.2;0.038;0.055;NA;0;0;0
9.5;"04/01/2017 09:30";NA;297.1;509.1;102.8;372.4;481.6;3.6;24.5;24.9;2.30906143721207;26.5;29.1;0.038;0.055;NA;0;0;0
10;"04/01/2017 10:00";NA;342.5;584;117.5;379.4;503.3;3.1;25.7;23.4;2.52955132616816;26.5;29;0.038;0.055;NA;0;0;0
10.5;"04/01/2017 10:30";NA;374.9;641;129.4;385.9;522.6;3;26.7;22.1;2.72889034968596;26.6;28.8;0.038;0.055;NA;0;0;0
11;"04/01/2017 11:00";NA;402.8;692.1;139.8;392.5;542;2.7;27.9;20.8;2.97631787181222;26.8;28.7;0.038;0.055;NA;0;0;0
11.5;"04/01/2017 11:30";NA;417.1;721.4;147;396.7;554.1;2.9;28.7;19.9;3.15333955586273;27;28.7;0.039;0.055;NA;0;0;0
