"heure";"DateUTC";"LE";"Rnet";"Swin";"Swout";"Lwin";"Lwout";"Ws";"Tair";"RH";"VPD";"Tsoil1";"Tsoil2";"Hsoil1";"Hsoil2";"LAI";"P";"PA24Hv";"PA24H"
9.5;"01/01/2009 09:30";35.1979;335.2;582.8;100.15;351.05;498.5;3.6615;27.645;15.71;3.12083556412961;24.315;26.825;0.052;0.069;0.676;0;0;0
10;"01/01/2009 10:00";40.4641;383.1;654.6;113.7;355.4;513.2;4.602;28.56;13.935;3.36078978370503;24.7;26.725;0.052;0.069;0.676;0;0;0
10.5;"01/01/2009 10:30";45.4209;416.25;708.6;123.4;361.2;530.15;4.395;29.535;12.885;3.59889539059453;25.2;26.685;0.052;0.069;0.676;0;0;0
11;"01/01/2009 11:00";48.6265;440.75;752.75;132.1;367.05;546.95;4.3615;30.53;11.82;3.85679044844904;25.77;26.645;0.052;0.069;0.676;0;0;0
11.5;"01/01/2009 11:30";47.9274;442.9;768.85;136.75;370.5;559.7;4.0935;31.025;11.49;3.98205640308988;26.42;26.605;0.052;0.069;0.676;0;0;0
12;"01/01/2009 12:00";43.3505;441.35;777.7;140.25;374.1;570.2;3.753;31.61;11.08;4.13565575820358;27.155;26.6;0.052;0.069;0.676;0;0;0
12.5;"01/01/2009 12:30";42.5174;437.3;780.15;139.95;375.45;578.35;3.6285;32.115;10.445;4.28588897498465;27.91;26.605;0.052;0.069;0.676;0;0;0
13;"01/01/2009 13:00";46.2405;416.05;757.05;135.15;376.3;582.15;3.245;32.53;10.2;4.39934283542279;28.67;26.645;0.052;0.069;0.676;0;0;0
13.5;"01/01/2009 13:30";48.3749;390.15;726.25;129.55;377.6;584.15;2.8465;33.01;10.035;4.52791143712824;29.39;26.705;0.052;0.069;0.676;0;0;0
14;"01/01/2009 14:00";43.4278;349.25;667.25;118.7;378.7;578;2.792;33.21;9.925;4.58454990033773;30.025;26.75;0.052;0.069;0.676;0;0;0
14.5;"01/01/2009 14:30";37.5369;296.95;590.65;106.55;378.85;566;3.115;33.41;9.825;4.64129833620039;30.595;26.825;0.052;0.069;0.676;0;0;0
15;"01/01/2009 15:00";39.2881;234.2;501.95;92.65;379.4;554.5;2.855;33.415;9.92;4.63770523550019;31.06;26.935;0.052;0.069;0.675;0;0;0
15.5;"01/01/2009 15:30";27.2684;176.775;418.5;77.825;377.65;541.55;2.5035;33.465;9.955;4.64888095656397;31.375;27.045;0.052;0.069;0.675;0;0;0
16;"01/01/2009 16:00";34.3138;109.445;322.15;61.855;376.75;527.6;2.3165;33.425;10.04;4.63411768840113;31.56;27.15;0.052;0.069;0.675;0;0;0
16.5;"01/01/2009 16:30";26.2749;46.11;229.65;47.39;373.55;509.7;2.5215;33.13;10.165;4.55188867473421;31.655;27.28;0.052;0.069;0.675;0;0;0
17;"01/01/2009 17:00";21.6233;-24.49;124.35;29.19;370.95;490.6;2.232;32.55;10.665;4.38149157095891;31.635;27.445;0.052;0.069;0.675;0;0;0
17.5;"01/01/2009 17:30";11.9505;-69.2015;40.095;10.7965;368.15;466.65;1.375;31.6;11.58;4.11007078670464;31.515;27.61;0.051;0.069;0.675;0;0;0
18;"01/01/2009 18:00";1.55801;-78.4965;-0.527;2.5195;362.7;438.15;0.6515;29.855;13.2;3.65246012063198;31.325;27.77;0.051;0.069;0.675;0;0;0
18.5;"01/01/2009 18:30";-5.07443;-74.902;-6.142;1.81;357.25;424.2;0.253;27.66;15.125;3.14524820193295;31.045;27.91;0.051;0.069;0.675;0;0;0
19;"01/01/2009 19:00";NA;-70.9965;-3.266;3.9805;353.75;417.5;0.2635;25.675;17.06;2.73486196886361;30.65;28.005;0.051;0.069;0.675;0;0;0
19.5;"01/01/2009 19:30";0.02285;-67.4245;-2.066;4.6585;351.65;412.35;0.322;24.545;18.51;2.51228103076384;30.195;28.055;0.051;0.069;0.675;0;0;0
20;"01/01/2009 20:00";0.39083;-65.47;-1.519;4.851;349.2;408.3;0.3715;23.835;19.675;2.37319664114752;29.765;28.105;0.051;0.069;0.675;0;0;0
20.5;"01/01/2009 20:30";1.25169;-65.46;-0.443;5.517;347.7;407.2;0.237;23.735;19.97;2.35030803598733;29.345;28.145;0.051;0.069;0.675;0;0;0
21;"01/01/2009 21:00";0.66142;-64.811;-0.238;5.773;345.45;404.25;0.2065;23.18;20.57;2.25594713700232;28.96;28.175;0.051;0.069;0.674;0;0;0
21.5;"01/01/2009 21:30";1.50446;-63.8965;0.1445;5.791;343.55;401.8;0.2665;22.94;21.255;2.20427584403911;28.61;28.195;0.051;0.069;0.674;0;0;0
22;"01/01/2009 22:00";3.01117;-62.0925;-0.942;4.4005;341.4;398.15;0.26;22.1;22.59;2.05917515429882;28.285;28.21;0.051;0.069;0.674;0;0;0
22.5;"01/01/2009 22:30";3.33083;-63.9615;0.557;6.0185;340.85;399.35;0.6435;22.465;22.57;2.10594177929976;27.985;28.225;0.051;0.069;0.674;0;0;0
23;"01/01/2009 23:00";1.23133;-61.0545;-1.5905;4.264;340.2;395.4;0.4115;22.355;22.63;2.09029259023191;27.695;28.22;0.051;0.069;0.674;0;0;0
23.5;"01/01/2009 23:30";1.81405;-60.6265;-0.7295;4.697;338.6;393.8;0.4915;21.82;23.19;2.00862949046722;27.44;28.23;0.051;0.069;0.674;0;0;0
0;"02/01/2009 00:00";2.49713;-61.222;-0.4785;4.8435;336.95;392.85;0.61;21.505;23.65;1.95853354073137;27.185;28.215;0.051;0.069;0.674;0;0;0
0.5;"02/01/2009 00:30";0.57326;-59.6265;-1.58;4.0465;336.05;390.05;0.5535;21.245;24.075;1.91686279584331;26.945;28.2;0.051;0.069;0.674;0;0;0
1;"02/01/2009 01:00";0.72738;-58.87;-1.342;3.978;335;388.55;0.7115;20.935;24.59;1.86797591665288;26.725;28.185;0.051;0.069;0.674;0;0;0
1.5;"02/01/2009 01:30";2.18321;-58.298;-1.451;3.697;334.8;387.95;0.7485;20.695;24.935;1.83218079653678;26.505;28.16;0.051;0.069;0.674;0;0;0
2;"02/01/2009 02:00";5.25554;-60.808;-1.3575;3.8005;334.45;390.1;1.0415;20.575;25.075;1.81529565151786;26.29;28.13;0.051;0.069;0.674;0;0;0
2.5;"02/01/2009 02:30";3.93456;-60.8905;-2.2635;2.927;333.4;389.1;1.035;20.36;25.395;1.78373126277241;26.08;28.09;0.051;0.069;0.674;0;0;0
3;"02/01/2009 03:00";2.40861;-60.3655;-2.327;2.8385;332.5;387.7;0.9315;20;25.785;1.7353554452188;25.895;28.05;0.051;0.069;0.674;0;0;0
3.5;"02/01/2009 03:30";0.85104;-57.5155;-2.312;2.8535;330.65;383;0.7185;19.46;26.595;1.65987151116837;25.73;28.015;0.05;0.069;0.674;0;0;0
4;"02/01/2009 04:00";4.32635;-59.886;-1.699;3.337;329.85;384.7;1.0115;19.31;26.895;1.63773621907902;25.575;27.98;0.051;0.069;0.673;0;0;0
4.5;"02/01/2009 04:30";17.4706;-58.166;-3.251;1.765;328.75;381.9;0.9515;18.66;28.26;1.54328057744074;25.4;27.94;0.051;0.069;0.673;0;0;0
5;"02/01/2009 05:00";1.81139;-55.317;-3.1325;2.1345;326.4;376.45;0.472;16.845;31.465;1.31503407611011;25.26;27.91;0.05;0.069;0.673;0;0;0
5.5;"02/01/2009 05:30";0.50819;-53.9535;-0.724;4.0795;327.5;376.65;0.6285;17.31;30.71;1.36925754953797;25.115;27.87;0.05;0.069;0.673;0;0;0
6;"02/01/2009 06:00";0.77021;-53.178;-1.7495;3.0285;326.8;375.2;0.455;17.1;30.95;1.34650487314175;24.945;27.815;0.05;0.069;0.673;0;0;0
6.5;"02/01/2009 06:30";1.7316;-47.342;6.8645;4.8065;325.9;375.3;0.688;16.595;32.255;1.27939936746244;24.79;27.765;0.05;0.068;0.673;0;0;0
7;"02/01/2009 07:00";8.05077;-21.46;54.06;14.27;327;388.25;0.9535;17.115;32.02;1.32689906976435;24.61;27.7;0.05;0.068;0.673;0;0;0
7.5;"02/01/2009 07:30";13.3714;38.995;151;32.555;330.35;409.8;1.3735;18.525;30.24;1.4880605624333;24.395;27.59;0.051;0.068;0.673;0;0;0
8;"02/01/2009 08:00";31.3124;101.735;242.95;46.915;334.95;429.25;2.0435;20.49;26.475;1.77206616392617;24.21;27.41;0.051;0.069;0.673;0;0;0
8.5;"02/01/2009 08:30";31.3402;163.56;331.9;60.49;338.55;446.4;2.648;22.265;22.73;2.07619766383518;24.13;27.225;0.051;0.069;0.673;0;0;0
9;"02/01/2009 09:00";27.0952;250.385;452.75;80.565;343.2;465;3.2615;23.7;20.725;2.3232389962828;24.205;27.075;0.051;0.069;0.673;0;0;0
9.5;"02/01/2009 09:30";27.3165;314.05;544.25;95.9;348.5;482.8;3.952;24.985;18.7;2.5731031096345;24.41;26.96;0.051;0.069;0.673;0;0;0
10;"02/01/2009 10:00";40.5606;369;627.4;109.65;355.5;504.25;3.6715;26.535;16.75;2.88812949856662;24.7;26.84;0.051;0.069;0.673;0;0;0
10.5;"02/01/2009 10:30";48.675;399;675.4;117.1;360.45;519.75;3.842;27.645;15.485;3.12916618462942;25.095;26.73;0.051;0.069;0.673;0;0;0
11;"02/01/2009 11:00";43.2456;409.65;699.45;121.4;363.75;532.15;3.713;28.355;14.665;3.29288022617963;25.635;26.69;0.051;0.069;0.673;0;0;0
11.5;"02/01/2009 11:30";33.0727;443.9;759.85;133.3;366.3;548.95;3.3985;29.025;14.015;3.44926108245062;26.245;26.67;0.051;0.069;0.673;0;0;0
12;"02/01/2009 12:00";55.1819;439.8;770.55;137.05;369.65;563.35;2.905;29.885;13.5;3.6461110949225;26.895;26.63;0.051;0.068;0.672;0;0;0
12.5;"02/01/2009 12:30";46.0517;429.4;766.35;136.95;372.75;572.75;2.6435;30.5;13.285;3.78621911277285;27.58;26.595;0.051;0.068;0.672;0;0;0
13;"02/01/2009 13:00";38.7985;406.2;741;133.05;374.7;576.45;2.295;31.04;12.83;3.9251196038465;28.335;26.62;0.051;0.068;0.672;0;0;0
13.5;"02/01/2009 13:30";40.5828;379.55;709.55;126.95;376.65;579.7;2.16;31.495;12.18;4.05794990381948;29.06;26.68;0.051;0.068;0.672;0;0;0
14;"02/01/2009 14:00";34.5902;314.55;614.25;108.6;378.5;569.6;1.8935;31.935;11.975;4.1700422557183;29.705;26.72;0.051;0.069;0.672;0;0;0
14.5;"02/01/2009 14:30";26.8554;206.37;451.65;79.63;383.1;548.75;1.56;32;11.935;4.18729295271797;30.325;26.84;0.051;0.068;0.672;0;0;0
15;"02/01/2009 15:00";26.6171;228.04;482.95;86.96;380.95;548.9;1.7765;32.16;11.85;4.22937931635585;30.745;26.935;0.051;0.069;0.672;0;0;0
15.5;"02/01/2009 15:30";22.4577;174.45;409.6;75.4;378.25;538;1.74;32.445;11.76;4.30227802034211;31.015;27.025;0.051;0.068;0.672;0;0;0
16;"02/01/2009 16:00";26.6002;98.965;301.6;57.035;377.15;522.75;1.655;32.605;11.735;4.3424305178163;31.195;27.115;0.051;0.068;0.672;0;0;0
16.5;"02/01/2009 16:30";20.238;3.455;159.75;32.195;374.55;498.65;1.595;32.19;12.01;4.22885630429142;31.34;27.28;0.051;0.069;0.672;0;0;0
17;"02/01/2009 17:00";22.4536;-54.71;58.325;12.985;371.85;471.9;0.975;31.285;12.685;3.98680465739142;31.39;27.48;0.051;0.069;0.672;0;0;0
17.5;"02/01/2009 17:30";11.5455;-58.598;33.795;9.093;369.55;452.85;0.1765;30.015;14.66;3.62414830061342;31.265;27.64;0.051;0.068;0.672;0;0;0
18;"02/01/2009 18:00";NA;-71.8285;-0.367;2.9115;366.05;434.6;0.2685;28.1;16.63;3.16972337691605;31.02;27.765;0.051;0.068;0.672;0;0;0
18.5;"02/01/2009 18:30";NA;-70.3885;-3.7115;3.327;360.75;424.1;0.3435;26.4;18.7;2.79813985127157;30.72;27.885;0.051;0.068;0.672;0;0;0
19;"02/01/2009 19:00";-1.99633;-67.5005;-2.0965;4.904;358.25;418.75;0.375;25.605;19.385;2.64719065654918;30.32;27.95;0.051;0.068;0.672;0;0;0
19.5;"02/01/2009 19:30";NA;-63.5625;-2.076;4.0865;356.3;413.7;0.45;25.04;20.07;2.53804378726751;29.9;28.005;0.051;0.068;0.672;0;0;0
20;"02/01/2009 20:00";-7.55389;-67.5375;-2.0075;3.78;353.05;414.8;1.235;24.11;22.275;2.33460672452704;29.49;28.05;0.051;0.068;0.671;0;0;0
20.5;"02/01/2009 20:30";NA;-61.132;-4.4285;1.6535;351.4;406.45;0.38;23.055;25.105;2.11113813445279;29.11;28.09;0.05;0.068;0.671;0;0;0
21;"02/01/2009 21:00";0.23653;-58.9695;-2.775;2.9445;348.8;402.05;0.2785;21.355;27.625;1.83959573097781;28.775;28.125;0.05;0.068;0.671;0;0;0
21.5;"02/01/2009 21:30";0.60485;-59.01;-1.6585;3.9015;345.3;398.75;0.3415;20.38;29.575;1.68587155535038;28.455;28.145;0.05;0.068;0.671;0;0;0
22;"02/01/2009 22:00";NA;-59.385;0.023;5.558;343.65;397.5;0.3185;20.865;28.79;1.75636401276997;28.14;28.16;0.05;0.068;0.671;0;0;0
22.5;"02/01/2009 22:30";2.93126;-59.4545;0.154;5.4085;341.75;395.95;0.5435;21.47;27.35;1.85963381457856;27.845;28.17;0.05;0.068;0.671;0;0;0
23;"02/01/2009 23:00";6.34952;-60.3105;-0.438;4.7225;341.25;396.4;0.7965;21.72;26.465;1.91128024103558;27.56;28.165;0.05;0.068;0.671;0;0;0
23.5;"02/01/2009 23:30";NA;-63.0375;-2.1195;3.218;339.85;397.55;1.2085;21.73;26.145;1.92077036959217;27.285;28.145;0.05;0.068;0.671;0;0;0
0;"03/01/2009 00:00";8.02962;-61.319;-3.808;1.861;338.25;393.9;0.622;20.855;27.7;1.78215219205511;27.045;28.14;0.05;0.068;0.671;0;0;0
0.5;"03/01/2009 00:30";NA;-57.55;-3.37;2.18;335.4;387.4;0.3435;19.295;30.305;1.55988664022925;26.845;28.14;0.05;0.068;0.671;0;0;0
1;"03/01/2009 01:00";0.68278;-56.544;-2.6005;2.8435;333.35;384.45;0.165;17.875;32.525;1.38176846493977;26.65;28.135;0.05;0.068;0.671;0;0;0
1.5;"03/01/2009 01:30";2.42852;-54.8715;-0.552;4.3195;333.1;383.1;0.297;17.115;34.13;1.28571405891994;26.445;28.12;0.05;0.068;0.671;0;0;0
2;"03/01/2009 02:00";8.01115;-55.269;0.506;5.325;333.9;384.35;0.7065;18.61;31.765;1.46329582886963;26.225;28.085;0.05;0.068;0.671;0;0;0
2.5;"03/01/2009 02:30";3.82783;-53.951;-2.0055;3.1955;334.9;383.65;0.447;19.035;30.205;1.53702270034048;26;28.04;0.05;0.068;0.671;0;0;0
3;"03/01/2009 03:00";-1.14672;-52.009;-2.9045;2.1545;333.85;380.8;0.19;17.33;32.71;1.33141722274821;25.815;28.01;0.05;0.068;0.671;0;0;0
3.5;"03/01/2009 03:30";1.20154;-50.3805;0.3545;4.935;336.45;382.25;0.452;17.25;32.995;1.31908899885866;25.645;27.98;0.05;0.068;0.671;0;0;0
4;"03/01/2009 04:00";2.93437;-52.364;-0.3875;4.0765;334.7;382.6;0.825;18.22;31.245;1.43884515247382;25.465;27.93;0.05;0.068;0.671;0;0;0
4.5;"03/01/2009 04:30";1.33293;-45.9575;-1.162;2.7955;342.4;384.4;0.7315;18.065;31.51;1.41941400313544;25.28;27.875;0.05;0.068;0.671;0;0;0
5;"03/01/2009 05:00";1.99249;-46.4685;-1.1245;2.694;343.25;385.9;1.0065;17.945;31.735;1.40411704444406;25.125;27.825;0.05;0.068;0.671;0;0;0
5.5;"03/01/2009 05:30";3.56304;-50.4285;-1.595;2.6335;339.1;385.3;0.9365;17.915;31.705;1.40208540629448;24.985;27.77;0.05;0.068;0.671;0;0;0
6;"03/01/2009 06:00";2.04831;-51.367;-2.0205;2.2965;335.45;382.5;0.855;17.7;32.26;1.37198985125855;24.86;27.72;0.05;0.068;0.671;0;0;0
6.5;"03/01/2009 06:30";6.55226;-44.132;5.884;4.216;339.85;385.65;0.9885;17.395;33.22;1.3267646891369;24.75;27.68;0.05;0.068;0.671;0;0;0
7;"03/01/2009 07:00";8.54357;-26.64;40.255;11.095;339.05;394.85;0.9785;17.775;32.81;1.36729613114251;24.61;27.62;0.05;0.068;0.671;0;0;0
7.5;"03/01/2009 07:30";10.7466;-5.335;72.315;15.8;343.1;404.95;1.35;18.415;31.8;1.4447934936472;24.47;27.54;0.05;0.068;0.671;0;0;0
8;"03/01/2009 08:00";14.3387;13.9;99.5;19.85;347.3;413.05;1.682;18.815;31.435;1.48934126867472;24.375;27.45;0.05;0.068;0.671;0;0;0
8.5;"03/01/2009 08:30";20.153;67.015;171.3;32.385;353.2;425.1;2.208;19.575;29.78;1.59923743762541;24.34;27.365;0.05;0.068;0.671;0;0;0
9;"03/01/2009 09:00";21.7915;104.335;227.95;41.665;355.5;437.45;2.5385;20.625;27.79;1.75491431400566;24.335;27.26;0.05;0.068;0.671;0;0;0
9.5;"03/01/2009 09:30";33.7357;209.35;375.5;69.65;359.55;456.05;3.0865;21.925;25.13;1.97048025221676;24.4;27.14;0.051;0.068;0.671;0;0;0
10;"03/01/2009 10:00";27.5608;309.4;526.05;95.5;362.35;483.5;3.19;23.715;22.275;2.27987089718565;24.455;26.955;0.051;0.068;0.671;0;0;0
10.5;"03/01/2009 10:30";32.5776;378.65;635.5;114.25;361.9;504.5;3.29;25.095;20.4;2.53585503045063;24.61;26.75;0.051;0.068;0.671;0;0;0
11;"03/01/2009 11:00";29.1382;365.55;628.5;112.8;368;518.15;3.155;26.325;19.055;2.77363131459172;25.01;26.63;0.051;0.068;0.671;0;0;0
11.5;"03/01/2009 11:30";42.1003;424.65;714.6;129.5;376.55;537;2.785;27.37;17.75;2.99675252849982;25.6;26.595;0.051;0.068;0.671;0;0;0
12;"03/01/2009 12:00";34.7273;369.05;651.4;117.95;379.05;543.45;2.415;28.26;16.735;3.19532110201902;26.195;26.535;0.051;0.068;0.671;0;0;0
12.5;"03/01/2009 12:30";24.3747;373.25;664.55;120.55;382.9;553.65;2.2415;29.06;16.045;3.37464485007967;26.865;26.515;0.051;0.068;0.671;0;0;0
13;"03/01/2009 13:00";30.7171;290.15;545.65;98.85;388.45;545.1;1.955;29.5;15.68;3.47641702778221;27.58;26.56;0.051;0.068;0.671;0;0;0
13.5;"03/01/2009 13:30";28.9074;260.25;501.8;90.15;392.25;543.65;1.468;30.08;15.335;3.60890807416736;28.265;26.655;0.051;0.068;0.671;0;0;0
14;"03/01/2009 14:00";NA;262.46;514.25;92.79;387.8;546.8;1.498;30.52;14.91;3.71951527141347;28.76;26.685;0.051;0.068;0.671;0;0;0
14.5;"03/01/2009 14:30";27.8799;207.54;427.35;78.66;392.3;533.45;1.56;30.57;15.04;3.72445533691204;29.215;26.755;0.051;0.068;0.671;0;0;0
15;"03/01/2009 15:00";22.4117;191.21;412.2;77.29;387.3;531;1.5615;30.785;14.72;3.78463583377107;29.58;26.85;0.051;0.068;0.671;0;0;0
15.5;"03/01/2009 15:30";19.8643;128.21;319.45;60.49;390.6;521.35;1.3385;31.16;14.43;3.87946777097182;29.825;26.92;0.051;0.068;0.671;0;0;0
16;"03/01/2009 16:00";17.7455;74.815;247.7;48.635;383.75;508;1.4835;31.085;14.39;3.86475924178329;30.05;27.03;0.051;0.068;0.671;0;0;0
16.5;"03/01/2009 16:30";15.6511;24.135;173.95;35.815;379;493;1.625;30.815;14.555;3.79844997334872;30.205;27.165;0.051;0.068;0.671;0;0;0
17;"03/01/2009 17:00";15.3454;-24.865;95.66;20.875;377.25;476.9;1.2165;30.405;15.335;3.67668949803858;30.245;27.29;0.05;0.068;0.671;0;0;0
17.5;"03/01/2009 17:30";3.81261;-60.1145;18.73;4.9445;376.35;450.25;0.4415;29.215;17.13;3.36097250744768;30.19;27.42;0.05;0.068;0.671;0;0;0
18;"03/01/2009 18:00";0.47842;-64.323;-1.304;2.319;372.8;433.5;0.2385;27.375;19;2.95207256489353;30.065;27.55;0.05;0.068;0.671;0;0;0
18.5;"03/01/2009 18:30";-1.48161;-61.662;-4.519;2.043;368.8;423.9;0.175;25.59;21.35;2.58036901560716;29.835;27.65;0.05;0.068;0.671;0;0;0
19;"03/01/2009 19:00";4.56437;-59.3285;-1.17;4.2585;366.9;420.8;0.442;24.5;23.37;2.35610356769056;29.505;27.71;0.05;0.068;0.671;0;0;0
19.5;"03/01/2009 19:30";4.48781;-61.608;-0.4405;4.5675;365.6;422.2;0.9215;24.96;22.995;2.43354124528319;29.13;27.745;0.05;0.068;0.671;0;0;0
20;"03/01/2009 20:00";2.6223;-58.649;-1.7315;3.5675;362.95;416.3;0.7515;24.69;23.055;2.39279922060239;28.76;27.765;0.05;0.068;0.671;0;0;0
20.5;"03/01/2009 20:30";3.79987;-59.1095;-1.6785;3.431;360.25;414.25;0.8515;24.285;23.455;2.32340389796999;28.44;27.795;0.05;0.068;0.671;0;0;0
21;"03/01/2009 21:00";3.81725;-59.0805;-1.656;3.1245;357.8;412.1;1.0015;23.665;24.18;2.21731217945196;28.145;27.82;0.05;0.068;0.671;0;0;0
21.5;"03/01/2009 21:30";3.74738;-59.691;-1.6585;3.1825;355;409.85;1.0665;23.13;24.78;2.12993255173741;27.86;27.84;0.05;0.068;0.671;0;0;0
22;"03/01/2009 22:00";3.15629;-64.028;-1.952;3.076;352.15;411.15;1.44;22.665;25.43;2.05292194289155;27.6;27.85;0.05;0.068;0.671;0;0;0
22.5;"03/01/2009 22:30";5.32076;-64.4855;-2.8055;2.38;349.7;409;1.377;22.035;26.395;1.95022097662076;27.35;27.86;0.05;0.068;0.671;0;0;0
23;"03/01/2009 23:00";2.27672;-58.64;-2.9195;2.0205;348.6;402.3;1.1615;21.225;27.725;1.82247580570011;27.135;27.87;0.05;0.068;0.671;0;0;0
23.5;"03/01/2009 23:30";2.29696;-54.6255;-2.7545;2.071;346.15;395.95;0.8615;20.41;29.475;1.69139395238423;26.94;27.875;0.05;0.068;0.671;0;0;0
0;"04/01/2009 00:00";3.65663;-56.35;-1.9625;2.7875;344.7;396.3;1.065;20.02;29.925;1.64058031740725;26.74;27.88;0.05;0.068;0.671;0;0;0
0.5;"04/01/2009 00:30";1.32119;-55.0725;-2.2305;2.342;344.65;395.15;1.123;19.82;29.955;1.61968803014693;26.525;27.855;0.05;0.068;0.67;0;0;0
1;"04/01/2009 01:00";2.53525;-53.3715;-2.3625;2.309;342.7;391.4;0.885;19.3;30.62;1.55331976689977;26.325;27.84;0.05;0.068;0.67;0;0;0
1.5;"04/01/2009 01:30";2.45848;-53.3105;-2.5545;2.056;339.95;388.65;0.893;18.735;31.95;1.47078273074136;26.145;27.825;0.05;0.067;0.669;0;0;0
2;"04/01/2009 02:00";3.09119;-53.382;-2.109;2.423;338.4;387.25;0.9385;18.13;33.615;1.38141915541573;25.955;27.8;0.05;0.067;0.669;0;0;0
2.5;"04/01/2009 02:30";4.84593;-53.859;-1.3625;3.0965;338.45;387.85;1.0285;18.09;33.085;1.3889533522719;25.775;27.77;0.05;0.067;0.668;0;0;0
3;"04/01/2009 03:00";4.16056;-53.308;-1.5245;2.8335;338.15;387.1;1.0215;18.065;32.715;1.39444110382491;25.59;27.735;0.05;0.067;0.668;0;0;0
3.5;"04/01/2009 03:30";4.99723;-55.4345;-1.6485;2.836;337.8;388.75;1.14;17.86;33.12;1.36829146747223;25.42;27.7;0.05;0.067;0.667;0;0;0
4;"04/01/2009 04:00";1.54095;-51.409;-1.8255;2.6335;337.85;384.8;0.8585;17.645;33.155;1.34917688749374;25.255;27.66;0.05;0.067;0.667;0;0;0
4.5;"04/01/2009 04:30";2.71786;-50.242;-1.595;2.747;337.95;383.85;0.87;17.44;33.36;1.3277518536753;25.115;27.63;0.05;0.067;0.666;0;0;0
5;"04/01/2009 05:00";2.8024;-49.016;-1.4915;2.7245;338.3;383.1;0.8635;17.375;33.34;1.32270812097068;24.965;27.59;0.049;0.067;0.666;0;0;0
5.5;"04/01/2009 05:30";6.83166;-52.123;-1.4915;2.6815;338.6;386.55;1.2015;17.165;33.94;1.29351029657677;24.82;27.545;0.049;0.067;0.665;0;0;0
